ref_area.label,indicator.label,source.label,classif1.label,time,obs_value,note_indicator.label,note_source.label
Ecuador,Gender wage gap by occupation (%),"ECU - LFS - Encuesta Nacional de Empleo, Desempleo y Subempleo",Occupation (ISCO-08): 0. Armed forces occupations,2014,-5.27,Currency: ECU - United States dollar (USD) | Time unit: Per hour | Value type: Real values | Working time arrangement coverage: Full-time and part time workers,Employment definition: Excluding own-use production workers | Data reference period: December
Ecuador,Gender wage gap by occupation (%),"ECU - LFS - Encuesta Nacional de Empleo, Desempleo y Subempleo",Occupation (ISCO-08): Total,2015,-5.61,Currency: ECU - United States dollar (USD) | Time unit: Per hour | Value type: Real values | Working time arrangement coverage: Full-time and part time workers,Employment definition: Excluding own-use production workers | Data reference period: December
Ecuador,Gender wage gap by occupation (%),"ECU - LFS - Encuesta Nacional de Empleo, Desempleo y Subempleo",Occupation (ISCO-08): 1. Managers,2015,18.31,Currency: ECU - United States dollar (USD) | Time unit: Per hour | Value type: Real values | Working time arrangement coverage: Full-time and part time workers,Employment definition: Excluding own-use production workers | Data reference period: December
Ecuador,Gender wage gap by occupation (%),"ECU - LFS - Encuesta Nacional de Empleo, Desempleo y Subempleo",Occupation (ISCO-08): 2. Professionals,2015,19.8,Currency: ECU - United States dollar (USD) | Time unit: Per hour | Value type: Real values | Working time arrangement coverage: Full-time and part time workers,Employment definition: Excluding own-use production workers | Data reference period: December
Ecuador,Gender wage gap by occupation (%),"ECU - LFS - Encuesta Nacional de Empleo, Desempleo y Subempleo",Occupation (ISCO-08): 3. Technicians and associate professionals,2015,12.77,Currency: ECU - United States dollar (USD) | Time unit: Per hour | Value type: Real values | Working time arrangement coverage: Full-time and part time workers,Employment definition: Excluding own-use production workers | Data reference period: December
Ecuador,Gender wage gap by occupation (%),"ECU - LFS - Encuesta Nacional de Empleo, Desempleo y Subempleo",Occupation (ISCO-08): 4. Clerical support workers,2015,-6.36,Currency: ECU - United States dollar (USD) | Time unit: Per hour | Value type: Real values | Working time arrangement coverage: Full-time and part time workers,Employment definition: Excluding own-use production workers | Data reference period: December
Ecuador,Gender wage gap by occupation (%),"ECU - LFS - Encuesta Nacional de Empleo, Desempleo y Subempleo",Occupation (ISCO-08): 5. Service and sales workers,2015,23.55,Currency: ECU - United States dollar (USD) | Time unit: Per hour | Value type: Real values | Working time arrangement coverage: Full-time and part time workers,Employment definition: Excluding own-use production workers | Data reference period: December
Ecuador,Gender wage gap by occupation (%),"ECU - LFS - Encuesta Nacional de Empleo, Desempleo y Subempleo","Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers",2015,-1.42,Currency: ECU - United States dollar (USD) | Time unit: Per hour | Value type: Real values | Working time arrangement coverage: Full-time and part time workers,Employment definition: Excluding own-use production workers | Data reference period: December
Ecuador,Gender wage gap by occupation (%),"ECU - LFS - Encuesta Nacional de Empleo, Desempleo y Subempleo",Occupation (ISCO-08): 7. Craft and related trades workers,2015,17.51,Currency: ECU - United States dollar (USD) | Time unit: Per hour | Value type: Real values | Working time arrangement coverage: Full-time and part time workers,Employment definition: Excluding own-use production workers | Data reference period: December
Ecuador,Gender wage gap by occupation (%),"ECU - LFS - Encuesta Nacional de Empleo, Desempleo y Subempleo","Occupation (ISCO-08): 8. Plant and machine operators, and assemblers",2015,16.82,Currency: ECU - United States dollar (USD) | Time unit: Per hour | Value type: Real values | Working time arrangement coverage: Full-time and part time workers,Employment definition: Excluding own-use production workers | Data reference period: December
Ecuador,Gender wage gap by occupation (%),"ECU - LFS - Encuesta Nacional de Empleo, Desempleo y Subempleo",Occupation (ISCO-08): 9. Elementary occupations,2015,-2.12,Currency: ECU - United States dollar (USD) | Time unit: Per hour | Value type: Real values | Working time arrangement coverage: Full-time and part time workers,Employment definition: Excluding own-use production workers | Data reference period: December
Ecuador,Gender wage gap by occupation (%),"ECU - LFS - Encuesta Nacional de Empleo, Desempleo y Subempleo",Occupation (ISCO-08): 0. Armed forces occupations,2015,0.22,Currency: ECU - United States dollar (USD) | Time unit: Per hour | Value type: Real values | Working time arrangement coverage: Full-time and part time workers,Employment definition: Excluding own-use production workers | Data reference period: December
Ecuador,Gender wage gap by occupation (%),"ECU - LFS - Encuesta Nacional de Empleo, Desempleo y Subempleo",Occupation (ISCO-08): X. Not elsewhere classified,2015,42.45,Currency: ECU - United States dollar (USD) | Time unit: Per hour | Value type: Real values | Working time arrangement coverage: Full-time and part time workers,Employment definition: Excluding own-use production workers | Data reference period: December
Ecuador,Gender wage gap by occupation (%),"ECU - LFS - Encuesta Nacional de Empleo, Desempleo y Subempleo",Occupation (ISCO-08): Total,2016,-7.44,Currency: ECU - United States dollar (USD) | Time unit: Per hour | Value type: Real values | Working time arrangement coverage: Full-time and part time workers,Employment definition: Excluding own-use production workers | Data reference period: December
Ecuador,Gender wage gap by occupation (%),"ECU - LFS - Encuesta Nacional de Empleo, Desempleo y Subempleo",Occupation (ISCO-08): 1. Managers,2016,10.89,Currency: ECU - United States dollar (USD) | Time unit: Per hour | Value type: Real values | Working time arrangement coverage: Full-time and part time workers,Employment definition: Excluding own-use production workers | Data reference period: December
Ecuador,Gender wage gap by occupation (%),"ECU - LFS - Encuesta Nacional de Empleo, Desempleo y Subempleo",Occupation (ISCO-08): 2. Professionals,2016,21.3,Currency: ECU - United States dollar (USD) | Time unit: Per hour | Value type: Real values | Working time arrangement coverage: Full-time and part time workers,Employment definition: Excluding own-use production workers | Data reference period: December
Ecuador,Gender wage gap by occupation (%),"ECU - LFS - Encuesta Nacional de Empleo, Desempleo y Subempleo",Occupation (ISCO-08): 3. Technicians and associate professionals,2016,9.69,Currency: ECU - United States dollar (USD) | Time unit: Per hour | Value type: Real values | Working time arrangement coverage: Full-time and part time workers,Employment definition: Excluding own-use production workers | Data reference period: December
Ecuador,Gender wage gap by occupation (%),"ECU - LFS - Encuesta Nacional de Empleo, Desempleo y Subempleo",Occupation (ISCO-08): 4. Clerical support workers,2016,-1.32,Currency: ECU - United States dollar (USD) | Time unit: Per hour | Value type: Real values | Working time arrangement coverage: Full-time and part time workers,Employment definition: Excluding own-use production workers | Data reference period: December
Ecuador,Gender wage gap by occupation (%),"ECU - LFS - Encuesta Nacional de Empleo, Desempleo y Subempleo",Occupation (ISCO-08): 5. Service and sales workers,2016,18.49,Currency: ECU - United States dollar (USD) | Time unit: Per hour | Value type: Real values | Working time arrangement coverage: Full-time and part time workers,Employment definition: Excluding own-use production workers | Data reference period: December
Ecuador,Gender wage gap by occupation (%),"ECU - LFS - Encuesta Nacional de Empleo, Desempleo y Subempleo","Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers",2016,4.19,Currency: ECU - United States dollar (USD) | Time unit: Per hour | Value type: Real values | Working time arrangement coverage: Full-time and part time workers,Employment definition: Excluding own-use production workers | Data reference period: December
Ecuador,Gender wage gap by occupation (%),"ECU - LFS - Encuesta Nacional de Empleo, Desempleo y Subempleo",Occupation (ISCO-08): 7. Craft and related trades workers,2016,22,Currency: ECU - United States dollar (USD) | Time unit: Per hour | Value type: Real values | Working time arrangement coverage: Full-time and part time workers,Employment definition: Excluding own-use production workers | Data reference period: December
Ecuador,Gender wage gap by occupation (%),"ECU - LFS - Encuesta Nacional de Empleo, Desempleo y Subempleo","Occupation (ISCO-08): 8. Plant and machine operators, and assemblers",2016,16.82,Currency: ECU - United States dollar (USD) | Time unit: Per hour | Value type: Real values | Working time arrangement coverage: Full-time and part time workers,Employment definition: Excluding own-use production workers | Data reference period: December
Ecuador,Gender wage gap by occupation (%),"ECU - LFS - Encuesta Nacional de Empleo, Desempleo y Subempleo",Occupation (ISCO-08): 9. Elementary occupations,2016,-1.6,Currency: ECU - United States dollar (USD) | Time unit: Per hour | Value type: Real values | Working time arrangement coverage: Full-time and part time workers,Employment definition: Excluding own-use production workers | Data reference period: December
Ecuador,Gender wage gap by occupation (%),"ECU - LFS - Encuesta Nacional de Empleo, Desempleo y Subempleo",Occupation (ISCO-08): 0. Armed forces occupations,2016,16.43,Currency: ECU - United States dollar (USD) | Time unit: Per hour | Value type: Real values | Working time arrangement coverage: Full-time and part time workers,Employment definition: Excluding own-use production workers | Data reference period: December
Ecuador,Gender wage gap by occupation (%),"ECU - LFS - Encuesta Nacional de Empleo, Desempleo y Subempleo",Occupation (ISCO-08): Total,2017,-6.46,Currency: ECU - United States dollar (USD) | Time unit: Per hour | Value type: Real values | Working time arrangement coverage: Full-time and part time workers,Employment definition: Excluding own-use production workers | Data reference period: December
Ecuador,Gender wage gap by occupation (%),"ECU - LFS - Encuesta Nacional de Empleo, Desempleo y Subempleo",Occupation (ISCO-08): 1. Managers,2017,7.87,Currency: ECU - United States dollar (USD) | Time unit: Per hour | Value type: Real values | Working time arrangement coverage: Full-time and part time workers,Employment definition: Excluding own-use production workers | Data reference period: December
Ecuador,Gender wage gap by occupation (%),"ECU - LFS - Encuesta Nacional de Empleo, Desempleo y Subempleo",Occupation (ISCO-08): 2. Professionals,2017,20.7,Currency: ECU - United States dollar (USD) | Time unit: Per hour | Value type: Real values | Working time arrangement coverage: Full-time and part time workers,Employment definition: Excluding own-use production workers | Data reference period: December
Ecuador,Gender wage gap by occupation (%),"ECU - LFS - Encuesta Nacional de Empleo, Desempleo y Subempleo",Occupation (ISCO-08): 3. Technicians and associate professionals,2017,15.41,Currency: ECU - United States dollar (USD) | Time unit: Per hour | Value type: Real values | Working time arrangement coverage: Full-time and part time workers,Employment definition: Excluding own-use production workers | Data reference period: December
Ecuador,Gender wage gap by occupation (%),"ECU - LFS - Encuesta Nacional de Empleo, Desempleo y Subempleo",Occupation (ISCO-08): 4. Clerical support workers,2017,-4.39,Currency: ECU - United States dollar (USD) | Time unit: Per hour | Value type: Real values | Working time arrangement coverage: Full-time and part time workers,Employment definition: Excluding own-use production workers | Data reference period: December
Ecuador,Gender wage gap by occupation (%),"ECU - LFS - Encuesta Nacional de Empleo, Desempleo y Subempleo",Occupation (ISCO-08): 5. Service and sales workers,2017,19.87,Currency: ECU - United States dollar (USD) | Time unit: Per hour | Value type: Real values | Working time arrangement coverage: Full-time and part time workers,Employment definition: Excluding own-use production workers | Data reference period: December
Ecuador,Gender wage gap by occupation (%),"ECU - LFS - Encuesta Nacional de Empleo, Desempleo y Subempleo","Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers",2017,5.26,Currency: ECU - United States dollar (USD) | Time unit: Per hour | Value type: Real values | Working time arrangement coverage: Full-time and part time workers,Employment definition: Excluding own-use production workers | Data reference period: December
Ecuador,Gender wage gap by occupation (%),"ECU - LFS - Encuesta Nacional de Empleo, Desempleo y Subempleo",Occupation (ISCO-08): 7. Craft and related trades workers,2017,20.16,Currency: ECU - United States dollar (USD) | Time unit: Per hour | Value type: Real values | Working time arrangement coverage: Full-time and part time workers,Employment definition: Excluding own-use production workers | Data reference period: December
Ecuador,Gender wage gap by occupation (%),"ECU - LFS - Encuesta Nacional de Empleo, Desempleo y Subempleo","Occupation (ISCO-08): 8. Plant and machine operators, and assemblers",2017,20.15,Currency: ECU - United States dollar (USD) | Time unit: Per hour | Value type: Real values | Working time arrangement coverage: Full-time and part time workers,Employment definition: Excluding own-use production workers | Data reference period: December
Ecuador,Gender wage gap by occupation (%),"ECU - LFS - Encuesta Nacional de Empleo, Desempleo y Subempleo",Occupation (ISCO-08): 9. Elementary occupations,2017,-6.85,Currency: ECU - United States dollar (USD) | Time unit: Per hour | Value type: Real values | Working time arrangement coverage: Full-time and part time workers,Employment definition: Excluding own-use production workers | Data reference period: December
Ecuador,Gender wage gap by occupation (%),"ECU - LFS - Encuesta Nacional de Empleo, Desempleo y Subempleo",Occupation (ISCO-08): 0. Armed forces occupations,2017,-17.08,Currency: ECU - United States dollar (USD) | Time unit: Per hour | Value type: Real values | Working time arrangement coverage: Full-time and part time workers,Employment definition: Excluding own-use production workers | Data reference period: December
Ecuador,Gender wage gap by occupation (%),ECU - HIES - Encuesta de Condiciones de Vida,Occupation (ISCO-08): Total,1994,19.9,Currency: ECU - Sucre (ECS) | Time unit: Per hour,Repository: SEDLAC (CEDLAS and The World Bank)
Ecuador,Gender wage gap by occupation (%),ECU - HIES - Encuesta de Condiciones de Vida,Occupation (ISCO-08): Total,1995,11.29,Currency: ECU - Sucre (ECS) | Time unit: Per hour,Repository: SEDLAC (CEDLAS and The World Bank)
Ecuador,Gender wage gap by occupation (%),ECU - HIES - Encuesta de Condiciones de Vida,Occupation (ISCO-08): Total,1998,15.58,Currency: ECU - Sucre (ECS) | Time unit: Per hour,Repository: SEDLAC (CEDLAS and The World Bank)
Ecuador,Gender wage gap by occupation (%),ECU - HIES - Encuesta de Condiciones de Vida,Occupation (ISCO-08): Total,1999,21.5,Currency: ECU - Sucre (ECS) | Time unit: Per hour,Repository: SEDLAC (CEDLAS and The World Bank)
Spain,Gender wage gap by occupation (%),ESP - ES - Encuesta Anual de Estructura Salarial,Occupation (ISCO-88): Total,2002,20.22,Currency: ESP - Euro (EUR) | Time unit: Per hour,"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Spain,Gender wage gap by occupation (%),ESP - ES - Encuesta Anual de Estructura Salarial,"Occupation (ISCO-88): 1. Legislators, senior officials and managers",2002,24.59,Currency: ESP - Euro (EUR) | Time unit: Per hour,"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Spain,Gender wage gap by occupation (%),ESP - ES - Encuesta Anual de Estructura Salarial,Occupation (ISCO-88): 2. Professionals,2002,20.67,Currency: ESP - Euro (EUR) | Time unit: Per hour,"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Spain,Gender wage gap by occupation (%),ESP - ES - Encuesta Anual de Estructura Salarial,Occupation (ISCO-88): 3. Technicians and associate professionals,2002,25.1,Currency: ESP - Euro (EUR) | Time unit: Per hour,"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Spain,Gender wage gap by occupation (%),ESP - ES - Encuesta Anual de Estructura Salarial,Occupation (ISCO-88): 4. Clerks,2002,26.9,Currency: ESP - Euro (EUR) | Time unit: Per hour,"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Spain,Gender wage gap by occupation (%),ESP - ES - Encuesta Anual de Estructura Salarial,Occupation (ISCO-88): 5. Service workers and shop and market sales workers,2002,16.28,Currency: ESP - Euro (EUR) | Time unit: Per hour,"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Spain,Gender wage gap by occupation (%),ESP - ES - Encuesta Anual de Estructura Salarial,Occupation (ISCO-88): 7. Craft and related trades workers,2002,24.87,Currency: ESP - Euro (EUR) | Time unit: Per hour,"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Spain,Gender wage gap by occupation (%),ESP - ES - Encuesta Anual de Estructura Salarial,Occupation (ISCO-88): 8. Plant and machine operators and assemblers,2002,28.26,Currency: ESP - Euro (EUR) | Time unit: Per hour,"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Spain,Gender wage gap by occupation (%),ESP - ES - Encuesta Anual de Estructura Salarial,Occupation (ISCO-88): 9. Elementary occupations,2002,12.32,Currency: ESP - Euro (EUR) | Time unit: Per hour,"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Spain,Gender wage gap by occupation (%),ESP - ES - Encuesta Anual de Estructura Salarial,Occupation (ISCO-88): X. Not elsewhere classified,2002,23.98,Currency: ESP - Euro (EUR) | Time unit: Per hour,"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Spain,Gender wage gap by occupation (%),ESP - ES - Encuesta Anual de Estructura Salarial,Occupation (ISCO-88): Total,2006,17.9,Currency: ESP - Euro (EUR) | Time unit: Per hour,"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Spain,Gender wage gap by occupation (%),ESP - ES - Encuesta Anual de Estructura Salarial,"Occupation (ISCO-88): 1. Legislators, senior officials and managers",2006,32.23,Currency: ESP - Euro (EUR) | Time unit: Per hour,"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Spain,Gender wage gap by occupation (%),ESP - ES - Encuesta Anual de Estructura Salarial,Occupation (ISCO-88): 2. Professionals,2006,16,Currency: ESP - Euro (EUR) | Time unit: Per hour,"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Spain,Gender wage gap by occupation (%),ESP - ES - Encuesta Anual de Estructura Salarial,Occupation (ISCO-88): 3. Technicians and associate professionals,2006,23.77,Currency: ESP - Euro (EUR) | Time unit: Per hour,"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Spain,Gender wage gap by occupation (%),ESP - ES - Encuesta Anual de Estructura Salarial,Occupation (ISCO-88): 4. Clerks,2006,23.56,Currency: ESP - Euro (EUR) | Time unit: Per hour,"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Spain,Gender wage gap by occupation (%),ESP - ES - Encuesta Anual de Estructura Salarial,Occupation (ISCO-88): 5. Service workers and shop and market sales workers,2006,16.69,Currency: ESP - Euro (EUR) | Time unit: Per hour,"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Spain,Gender wage gap by occupation (%),ESP - ES - Encuesta Anual de Estructura Salarial,Occupation (ISCO-88): 7. Craft and related trades workers,2006,22.43,Currency: ESP - Euro (EUR) | Time unit: Per hour,"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Spain,Gender wage gap by occupation (%),ESP - ES - Encuesta Anual de Estructura Salarial,Occupation (ISCO-88): 8. Plant and machine operators and assemblers,2006,25.46,Currency: ESP - Euro (EUR) | Time unit: Per hour,"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Spain,Gender wage gap by occupation (%),ESP - ES - Encuesta Anual de Estructura Salarial,Occupation (ISCO-88): 9. Elementary occupations,2006,11.19,Currency: ESP - Euro (EUR) | Time unit: Per hour,"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Spain,Gender wage gap by occupation (%),ESP - ES - Encuesta Anual de Estructura Salarial,Occupation (ISCO-08): Total,2010,16.25,Currency: ESP - Euro (EUR) | Time unit: Per hour,"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Spain,Gender wage gap by occupation (%),ESP - ES - Encuesta Anual de Estructura Salarial,Occupation (ISCO-08): 1. Managers,2010,20.42,Currency: ESP - Euro (EUR) | Time unit: Per hour,"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Spain,Gender wage gap by occupation (%),ESP - ES - Encuesta Anual de Estructura Salarial,Occupation (ISCO-08): 2. Professionals,2010,13.35,Currency: ESP - Euro (EUR) | Time unit: Per hour,"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Spain,Gender wage gap by occupation (%),ESP - ES - Encuesta Anual de Estructura Salarial,Occupation (ISCO-08): 3. Technicians and associate professionals,2010,18.81,Currency: ESP - Euro (EUR) | Time unit: Per hour,"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Spain,Gender wage gap by occupation (%),ESP - ES - Encuesta Anual de Estructura Salarial,Occupation (ISCO-08): 4. Clerical support workers,2010,22.29,Currency: ESP - Euro (EUR) | Time unit: Per hour,"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Spain,Gender wage gap by occupation (%),ESP - ES - Encuesta Anual de Estructura Salarial,Occupation (ISCO-08): 5. Service and sales workers,2010,13.78,Currency: ESP - Euro (EUR) | Time unit: Per hour,"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Spain,Gender wage gap by occupation (%),ESP - ES - Encuesta Anual de Estructura Salarial,"Occupation (ISCO-08): 6. Skilled agricultural, forestry and fishery workers",2010,3.29,Currency: ESP - Euro (EUR) | Time unit: Per hour,"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Spain,Gender wage gap by occupation (%),ESP - ES - Encuesta Anual de Estructura Salarial,Occupation (ISCO-08): 7. Craft and related trades workers,2010,21.86,Currency: ESP - Euro (EUR) | Time unit: Per hour,"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Spain,Gender wage gap by occupation (%),ESP - ES - Encuesta Anual de Estructura Salarial,Occupation (ISCO-08): 9. Elementary occupations,2010,14.95,Currency: ESP - Euro (EUR) | Time unit: Per hour,"Repository: Eurostat | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Spain,Gender wage gap by occupation (%),ESP - ES - Encuesta Anual de Estructura Salarial,Occupation (ISCO-08): Total,2012,18.75,Currency: ESP - Euro (EUR) | Time unit: Per hour | Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers,"Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies"
Spain,Gender wage gap by occupation (%),ESP - ES - Encuesta Anual de Estructura Salarial,Occupation (ISCO-08): 1. Managers,2012,15.15,Currency: ESP - Euro (EUR) | Time unit: Per hour | Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers,"Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies"
Spain,Gender wage gap by occupation (%),ESP - ES - Encuesta Anual de Estructura Salarial,Occupation (ISCO-08): 2. Professionals,2012,17.39,Currency: ESP - Euro (EUR) | Time unit: Per hour | Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers,"Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies"
Spain,Gender wage gap by occupation (%),ESP - ES - Encuesta Anual de Estructura Salarial,Occupation (ISCO-08): 3. Technicians and associate professionals,2012,21.05,Currency: ESP - Euro (EUR) | Time unit: Per hour | Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers,"Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies"
Spain,Gender wage gap by occupation (%),ESP - ES - Encuesta Anual de Estructura Salarial,Occupation (ISCO-08): 4. Clerical support workers,2012,21.43,Currency: ESP - Euro (EUR) | Time unit: Per hour | Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers,"Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies"
Spain,Gender wage gap by occupation (%),ESP - ES - Encuesta Anual de Estructura Salarial,Occupation (ISCO-08): 5. Service and sales workers,2012,16.67,Currency: ESP - Euro (EUR) | Time unit: Per hour | Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers,"Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies"
Spain,Gender wage gap by occupation (%),ESP - ES - Encuesta Anual de Estructura Salarial,Occupation (ISCO-08): 7. Craft and related trades workers,2012,23.08,Currency: ESP - Euro (EUR) | Time unit: Per hour | Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers,"Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies"
Spain,Gender wage gap by occupation (%),ESP - ES - Encuesta Anual de Estructura Salarial,"Occupation (ISCO-08): 8. Plant and machine operators, and assemblers",2012,9.09,Currency: ESP - Euro (EUR) | Time unit: Per hour | Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers,"Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies"
Spain,Gender wage gap by occupation (%),ESP - ES - Encuesta Anual de Estructura Salarial,Occupation (ISCO-08): Total,2013,18.75,Currency: ESP - Euro (EUR) | Time unit: Per hour | Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers,"Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies"
Spain,Gender wage gap by occupation (%),ESP - ES - Encuesta Anual de Estructura Salarial,Occupation (ISCO-08): 1. Managers,2013,18.18,Currency: ESP - Euro (EUR) | Time unit: Per hour | Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers,"Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies"
Spain,Gender wage gap by occupation (%),ESP - ES - Encuesta Anual de Estructura Salarial,Occupation (ISCO-08): 2. Professionals,2013,16.67,Currency: ESP - Euro (EUR) | Time unit: Per hour | Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers,"Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies"
Spain,Gender wage gap by occupation (%),ESP - ES - Encuesta Anual de Estructura Salarial,Occupation (ISCO-08): 3. Technicians and associate professionals,2013,15.79,Currency: ESP - Euro (EUR) | Time unit: Per hour | Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers,"Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies"
Spain,Gender wage gap by occupation (%),ESP - ES - Encuesta Anual de Estructura Salarial,Occupation (ISCO-08): 4. Clerical support workers,2013,14.29,Currency: ESP - Euro (EUR) | Time unit: Per hour | Job coverage: Main job currently held | Working time arrangement coverage: Full-time and part time workers,"Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies"
