id,indicator,indicator.label,freq,freq.label,size,data.start,data.end,last.update,n.records,collection,collection.label,subject,subject.label
POP_XWAP_SEX_EDU_MTS_NB_A,POP_XWAP_SEX_EDU_MTS_NB,"Working-age population by sex, education and marital status (thousands)",A,Annual,2.04 MB,1994,2019,06/03/2020 21:42:59,252442,YI,"Yearly indicators",EAP;WOM,"Population and labour force | Women"
POP_XWAP_SEX_DSB_NB_A,POP_XWAP_SEX_DSB_NB,"Working-age population by sex and disability status (thousands)",A,Annual,12.31 KB,2005,2019,06/03/2020 21:42:59,1251,YI,"Yearly indicators",EAP,"Population and labour force"
GED_TWAP_HHT_NB_A,GED_TWAP_HHT_NB,"Prime-age population by sex and household type",A,Annual,5.8 KB,2010,2018,27/02/2020 18:55:40,492,YI,"Yearly indicators",EAP;WOM,"Population and labour force | Women"
EAP_TEAP_SEX_AGE_NB_A,EAP_TEAP_SEX_AGE_NB,"Labour force by sex and age (thousands)",A,Annual,2.2 MB,1946,2019,06/03/2020 21:43:00,290827,YI,"Yearly indicators",EAP,"Population and labour force"
EAP_TEAP_SEX_AGE_NB_Q,EAP_TEAP_SEX_AGE_NB,"Labour force by sex and age (thousands)",Q,Quarterly,3.02 MB,1948Q1,2019Q4,06/03/2020 21:43:43,441436,STI,"Short term indicators",EAP,"Population and labour force"
EAP_TEAP_SEX_AGE_NB_M,EAP_TEAP_SEX_AGE_NB,"Labour force by sex and age (thousands)",M,Monthly,1.4 MB,1948M01,2020M01,15/02/2020 23:47:20,205259,STI,"Short term indicators",EAP,"Population and labour force"
EAP_TEAP_SEX_AGE_EDU_NB_A,EAP_TEAP_SEX_AGE_EDU_NB,"Labour force by sex, age and education (thousands)",A,Annual,7.27 MB,1980,2019,06/03/2020 21:43:00,994784,YI,"Yearly indicators",EAP,"Population and labour force"
EAP_TEAP_SEX_AGE_EDU_NB_Q,EAP_TEAP_SEX_AGE_EDU_NB,"Labour force by sex, age and education (thousands)",Q,Quarterly,8.65 MB,1990Q1,2019Q4,06/03/2020 21:43:43,1189684,STI,"Short term indicators",EAP,"Population and labour force"
EAP_TEAP_SEX_AGE_EDU_NB_M,EAP_TEAP_SEX_AGE_EDU_NB,"Labour force by sex, age and education (thousands)",M,Monthly,1.89 MB,1990M01,2020M01,15/02/2020 23:47:20,224838,STI,"Short term indicators",EAP,"Population and labour force"
EAP_TEAP_SEX_AGE_GEO_NB_A,EAP_TEAP_SEX_AGE_GEO_NB,"Labour force by sex, age and rural / urban areas (thousands)",A,Annual,1.47 MB,1982,2019,06/03/2020 21:42:59,185503,YI,"Yearly indicators",EAP,"Population and labour force"
EAP_TEAP_SEX_AGE_GEO_NB_Q,EAP_TEAP_SEX_AGE_GEO_NB,"Labour force by sex, age and rural / urban areas (thousands)",Q,Quarterly,3.32 MB,1995Q2,2019Q4,06/03/2020 21:43:43,475468,STI,"Short term indicators",EAP,"Population and labour force"
EAP_TEAP_SEX_AGE_GEO_NB_M,EAP_TEAP_SEX_AGE_GEO_NB,"Labour force by sex, age and rural / urban areas (thousands)",M,Monthly,571.22 KB,2005M01,2020M01,15/02/2020 23:47:15,66906,STI,"Short term indicators",EAP,"Population and labour force"
EAP_TEAP_SEX_AGE_MTS_NB_A,EAP_TEAP_SEX_AGE_MTS_NB,"Labour force by sex, age and marital status (thousands)",A,Annual,2.04 MB,1990,2019,06/03/2020 21:42:59,275658,YI,"Yearly indicators",EAP;WOM,"Population and labour force | Women"
EAP_TEAP_SEX_MTS_NB_A,EAP_TEAP_SEX_MTS_NB,"Labour force by sex and marital status (thousands)",A,Annual,171.53 KB,1990,2019,06/03/2020 21:42:59,19782,YI,"Yearly indicators",EAP;WOM,"Population and labour force | Women"
EAP_TEAP_SEX_EDU_NB_A,EAP_TEAP_SEX_EDU_NB,"Labour force by sex and education (thousands)",A,Annual,192.21 KB,1990,2019,06/03/2020 09:01:58,21027,YI,"Yearly indicators",EAP,"Population and labour force"
EAP_TEAP_SEX_EDU_GEO_NB_A,EAP_TEAP_SEX_EDU_GEO_NB,"Labour force by sex, education and rural / urban areas (thousands)",A,Annual,467.1 KB,1990,2019,06/03/2020 21:42:59,50048,YI,"Yearly indicators",EAP,"Population and labour force"
EAP_TEAP_SEX_EDU_MTS_NB_A,EAP_TEAP_SEX_EDU_MTS_NB,"Labour force by sex, education and marital status (thousands)",A,Annual,1.96 MB,1994,2019,06/03/2020 21:42:59,245503,YI,"Yearly indicators",EAP;WOM,"Population and labour force | Women"
EAP_TEAP_SEX_DSB_NB_A,EAP_TEAP_SEX_DSB_NB,"Labour force by sex and disability status (thousands)",A,Annual,12.08 KB,2005,2019,06/03/2020 21:42:59,1251,YI,"Yearly indicators",EAP,"Population and labour force"
EAP_TEAP_SEX_AGE_EDU_DT_A,EAP_TEAP_SEX_AGE_EDU_DT,"Labour force distribution by education (by sex and age) (%)",A,Annual,6.3 MB,1980,2019,06/03/2020 21:42:59,975313,YI,"Yearly indicators",EAP,"Population and labour force"
EAP_TEAP_SEX_AGE_EDU_DT_Q,EAP_TEAP_SEX_AGE_EDU_DT,"Labour force distribution by education (by sex and age) (%)",Q,Quarterly,7.86 MB,1990Q1,2019Q4,06/03/2020 21:43:43,1151937,STI,"Short term indicators",EAP,"Population and labour force"
EAP_TEAP_SEX_AGE_EDU_DT_M,EAP_TEAP_SEX_AGE_EDU_DT,"Labour force distribution by education (by sex and age) (%)",M,Monthly,1.5 MB,1990M01,2020M01,15/02/2020 23:47:17,213975,STI,"Short term indicators",EAP,"Population and labour force"
EAP_TEA1_SEX_AGE_NB_Q,EAP_TEA1_SEX_AGE_NB,"Labour force by sex and age, seasonally adjusted series (thousands)",Q,Quarterly,764.55 KB,1980Q1,2019Q4,14/02/2020 17:51:55,95482,STI,"Short term indicators",EAP,"Population and labour force"
EAP_TEA1_SEX_AGE_NB_M,EAP_TEA1_SEX_AGE_NB,"Labour force by sex and age, seasonally adjusted series (thousands)",M,Monthly,381.88 KB,1986M01,2019M12,08/02/2020 11:51:21,53984,STI,"Short term indicators",EAP,"Population and labour force"
EAP_DWAP_SEX_AGE_RT_A,EAP_DWAP_SEX_AGE_RT,"Labour force participation rate by sex and age (%)",A,Annual,2.01 MB,1946,2019,06/03/2020 09:01:45,282866,YI,"Yearly indicators",EAP,"Population and labour force"
EAP_DWAP_SEX_AGE_RT_Q,EAP_DWAP_SEX_AGE_RT,"Labour force participation rate by sex and age (%)",Q,Quarterly,2.81 MB,1948Q1,2019Q4,06/03/2020 21:43:43,434787,STI,"Short term indicators",EAP,"Population and labour force"
EAP_DWAP_SEX_AGE_RT_M,EAP_DWAP_SEX_AGE_RT,"Labour force participation rate by sex and age (%)",M,Monthly,1.32 MB,1948M01,2020M01,15/02/2020 23:47:20,203905,STI,"Short term indicators",EAP,"Population and labour force"
EAP_DWAP_SEX_AGE_EDU_RT_A,EAP_DWAP_SEX_AGE_EDU_RT,"Labour force participation rate by sex, age and education (%)",A,Annual,6.26 MB,1990,2019,06/03/2020 09:02:01,870999,YI,"Yearly indicators",EAP,"Population and labour force"
EAP_DWAP_SEX_AGE_EDU_RT_Q,EAP_DWAP_SEX_AGE_EDU_RT,"Labour force participation rate by sex, age and education (%)",Q,Quarterly,9.01 MB,1990Q1,2019Q4,06/03/2020 21:43:43,1189350,STI,"Short term indicators",EAP,"Population and labour force"
EAP_DWAP_SEX_AGE_EDU_RT_M,EAP_DWAP_SEX_AGE_EDU_RT,"Labour force participation rate by sex, age and education (%)",M,Monthly,1.77 MB,1990M01,2020M01,15/02/2020 23:47:18,224789,STI,"Short term indicators",EAP,"Population and labour force"
EAP_DWAP_SEX_AGE_GEO_RT_A,EAP_DWAP_SEX_AGE_GEO_RT,"Labour force participation rate by sex, age and rural / urban areas (%)",A,Annual,1.34 MB,1990,2019,06/03/2020 09:01:56,182270,YI,"Yearly indicators",EAP,"Population and labour force"
EAP_DWAP_SEX_AGE_GEO_RT_Q,EAP_DWAP_SEX_AGE_GEO_RT,"Labour force participation rate by sex, age and rural / urban areas (%)",Q,Quarterly,3.5 MB,1995Q2,2019Q4,06/03/2020 21:43:43,474110,STI,"Short term indicators",EAP,"Population and labour force"
EAP_DWAP_SEX_AGE_GEO_RT_M,EAP_DWAP_SEX_AGE_GEO_RT,"Labour force participation rate by sex, age and rural / urban areas (%)",M,Monthly,514.85 KB,2005M01,2020M01,15/02/2020 23:47:18,66906,STI,"Short term indicators",EAP,"Population and labour force"
EAP_DWAP_SEX_AGE_MTS_RT_A,EAP_DWAP_SEX_AGE_MTS_RT,"Labour force participation rate by sex, age and marital status (%)",A,Annual,1.97 MB,1990,2019,06/03/2020 21:42:59,275658,YI,"Yearly indicators",EAP;WOM,"Population and labour force | Women"
EAP_DWAP_SEX_MTS_RT_A,EAP_DWAP_SEX_MTS_RT,"Labour force participation rate by sex and marital status (%)",A,Annual,156.59 KB,1990,2019,06/03/2020 21:42:59,19782,YI,"Yearly indicators",EAP;WOM,"Population and labour force | Women"
GED_PLFP_SEX_HHT_CHL_RT_A,GED_PLFP_SEX_HHT_CHL_RT,"Prime-age labour force participation rate by sex, household type and presence of children (%)",A,Annual,38.33 KB,2010,2018,27/02/2020 18:55:35,5481,YI,"Yearly indicators",EAP;WOM,"Population and labour force | Women"
EAP_DWAP_SEX_EDU_GEO_RT_A,EAP_DWAP_SEX_EDU_GEO_RT,"Labour force participation rate by sex, education and rural / urban areas (%)",A,Annual,427.16 KB,1990,2019,06/03/2020 21:42:59,50048,YI,"Yearly indicators",EAP,"Population and labour force"
GED_PLFP_SEX_HHT_GEO_RT_A,GED_PLFP_SEX_HHT_GEO_RT,"Prime-age labour force participation rate by sex, household type and rural / urban areas (%)",A,Annual,26.76 KB,2010,2018,27/02/2020 18:55:07,3866,YI,"Yearly indicators",EAP;WOM,"Population and labour force | Women"
EAP_DWAP_SEX_EDU_MTS_RT_A,EAP_DWAP_SEX_EDU_MTS_RT,"Labour force participation rate by sex, education and marital status (%)",A,Annual,1.9 MB,1994,2019,06/03/2020 21:42:59,245504,YI,"Yearly indicators",EAP;WOM,"Population and labour force | Women"
EAP_DWA1_SEX_AGE_RT_Q,EAP_DWA1_SEX_AGE_RT,"Labour force participation rate by sex and age, seasonally adjusted series (%)",Q,Quarterly,540.1 KB,1980Q1,2019Q4,14/02/2020 17:51:55,75486,STI,"Short term indicators",EAP,"Population and labour force"
EAP_DWA1_SEX_AGE_RT_M,EAP_DWA1_SEX_AGE_RT,"Labour force participation rate by sex and age, seasonally adjusted series (%)",M,Monthly,263.37 KB,1986M01,2019M12,08/02/2020 11:51:44,41580,STI,"Short term indicators",EAP,"Population and labour force"
POP_2FLF_NOC_RT_A,POP_2FLF_NOC_RT,"Female labour force as % of working-age population -- ILO modelled estimates, July 2019",A,Annual,78.72 KB,1990,2020,08/03/2020 06:39:06,8215,KI,"Key Indicators",EAP,"Population and labour force"
POP_2MLF_NOC_RT_A,POP_2MLF_NOC_RT,"Male labour force as % of working-age population -- ILO modelled estimates, July 2019",A,Annual,77.87 KB,1990,2020,08/03/2020 06:38:34,8215,KI,"Key Indicators",EAP,"Population and labour force"
POP_2TLF_NOC_RT_A,POP_2TLF_NOC_RT,"Persons outside the labour force as % of working-age population -- ILO modelled estimates, July 2019",A,Annual,48.89 KB,1990,2020,08/03/2020 06:39:24,8215,KI,"Key Indicators",EAP,"Population and labour force"
POP_AEDA_NOC_RT_A,POP_AEDA_NOC_RT,"Share of adult population with advanced education (%)",A,Annual,10.8 KB,1990,2019,08/03/2020 06:38:24,1537,KI,"Key Indicators",EAP,"Population and labour force"
EAP_2WAP_NOC_RT_A,EAP_2WAP_NOC_RT,"Labour force participation rate -- ILO modelled estimates, July 2019 (%)",A,Annual,48.89 KB,1990,2020,08/03/2020 06:40:37,8215,KI,"Key Indicators",EAP,"Population and labour force"
EAP_2WAF_NOC_RT_A,EAP_2WAF_NOC_RT,"Labour force participation rate, women -- ILO modelled estimates, July 2019 (%)",A,Annual,49.51 KB,1990,2020,08/03/2020 06:40:47,8215,KI,"Key Indicators",EAP,"Population and labour force"
EAP_2WAM_NOC_RT_A,EAP_2WAM_NOC_RT,"Labour force participation rate, men -- ILO modelled estimates, July 2019 (%)",A,Annual,48.81 KB,1990,2020,08/03/2020 06:40:56,8215,KI,"Key Indicators",EAP,"Population and labour force"
EAP_DWAP_NOC_RT_A,EAP_DWAP_NOC_RT,"Labour force participation rate (%)",A,Annual,20.14 KB,1990,2019,08/03/2020 06:39:38,2561,KI,"Key Indicators",EAP,"Population and labour force"
EAP_DWAM_NOC_RT_A,EAP_DWAM_NOC_RT,"Labour force participation rate, men (%)",A,Annual,19.97 KB,1990,2019,08/03/2020 06:39:49,2546,KI,"Key Indicators",EAP,"Population and labour force"
EAP_DWAF_NOC_RT_A,EAP_DWAF_NOC_RT,"Labour force participation rate, women (%)",A,Annual,20.24 KB,1990,2019,08/03/2020 06:39:58,2547,KI,"Key Indicators",EAP,"Population and labour force"
EMP_TEMP_SEX_AGE_NB_A,EMP_TEMP_SEX_AGE_NB,"Employment by sex and age (thousands)",A,Annual,1.55 MB,1947,2019,06/03/2020 21:43:00,201012,YI,"Yearly indicators",EMP,"Employment"
EMP_TEMP_SEX_AGE_NB_Q,EMP_TEMP_SEX_AGE_NB,"Employment by sex and age (thousands)",Q,Quarterly,3.07 MB,1948Q1,2019Q4,06/03/2020 21:43:43,450830,STI,"Short term indicators",EMP,"Employment"
EMP_TEMP_SEX_AGE_NB_M,EMP_TEMP_SEX_AGE_NB,"Employment by sex and age (thousands)",M,Monthly,1.45 MB,1948M01,2020M01,15/02/2020 23:47:20,214200,STI,"Short term indicators",EMP,"Employment"
EMP_TEMP_SEX_AGE_EDU_NB_A,EMP_TEMP_SEX_AGE_EDU_NB,"Employment by sex, age and education (thousands)",A,Annual,6.61 MB,1980,2019,06/03/2020 21:43:00,900326,YI,"Yearly indicators",EMP,"Employment"
EMP_TEMP_SEX_AGE_EDU_NB_Q,EMP_TEMP_SEX_AGE_EDU_NB,"Employment by sex, age and education (thousands)",Q,Quarterly,8.63 MB,1980Q1,2019Q4,06/03/2020 21:43:43,1190247,STI,"Short term indicators",EMP,"Employment"
EMP_TEMP_SEX_AGE_EDU_NB_M,EMP_TEMP_SEX_AGE_EDU_NB,"Employment by sex, age and education (thousands)",M,Monthly,1.9 MB,1982M07,2020M01,15/02/2020 23:47:20,227052,STI,"Short term indicators",EMP,"Employment"
EMP_TEMP_SEX_DSB_NB_A,EMP_TEMP_SEX_DSB_NB,"Employment by sex and disability status (thousands)",A,Annual,12.18 KB,2005,2019,06/03/2020 21:42:59,1260,YI,"Yearly indicators",EMP,"Employment"
EMP_TEMP_SEX_AGE_GEO_NB_A,EMP_TEMP_SEX_AGE_GEO_NB,"Employment by sex, age and rural / urban areas (thousands)",A,Annual,1.47 MB,1952,2019,06/03/2020 21:42:59,185984,YI,"Yearly indicators",EMP,"Employment"
EMP_TEMP_SEX_AGE_GEO_NB_Q,EMP_TEMP_SEX_AGE_GEO_NB,"Employment by sex, age and rural / urban areas (thousands)",Q,Quarterly,3.32 MB,1995Q2,2019Q4,06/03/2020 21:43:43,475456,STI,"Short term indicators",EMP,"Employment"
EMP_TEMP_SEX_AGE_GEO_NB_M,EMP_TEMP_SEX_AGE_GEO_NB,"Employment by sex, age and rural / urban areas (thousands)",M,Monthly,570.48 KB,2005M01,2020M01,15/02/2020 23:47:18,66906,STI,"Short term indicators",EMP,"Employment"
EMP_TEMP_SEX_AGE_MTS_NB_A,EMP_TEMP_SEX_AGE_MTS_NB,"Employment by sex, age and marital status (thousands)",A,Annual,2.03 MB,1990,2019,06/03/2020 21:42:59,274826,YI,"Yearly indicators",EMP;WOM,"Employment | Women"
EMP_TEMP_SEX_MTS_NB_A,EMP_TEMP_SEX_MTS_NB,"Employment by sex and marital status (thousands)",A,Annual,171.09 KB,1990,2019,06/03/2020 21:42:59,19764,YI,"Yearly indicators",EMP,"Employment"
EMP_TEMP_SEX_AGE_JOB_NB_A,EMP_TEMP_SEX_AGE_JOB_NB,"Employment by sex, age and working time arrangement (thousands)",A,Annual,1.9 MB,1976,2019,06/03/2020 21:42:59,240556,YI,"Yearly indicators",EMP;HOW,"Employment | Working time"
EMP_TEMP_SEX_AGE_JOB_NB_Q,EMP_TEMP_SEX_AGE_JOB_NB,"Employment by sex, age and working time arrangement (thousands)",Q,Quarterly,3.47 MB,1976Q1,2019Q4,06/03/2020 21:43:43,481302,STI,"Short term indicators",EMP;HOW,"Employment | Working time"
EMP_TEMP_SEX_AGE_JOB_NB_M,EMP_TEMP_SEX_AGE_JOB_NB,"Employment by sex, age and working time arrangement (thousands)",M,Monthly,764.39 KB,1976M01,2020M01,15/02/2020 23:47:18,80430,STI,"Short term indicators",EMP;HOW,"Employment | Working time"
EMP_TEMP_SEX_EDU_NB_A,EMP_TEMP_SEX_EDU_NB,"Employment by sex and education (thousands)",A,Annual,191.29 KB,1990,2019,06/03/2020 09:02:55,20956,YI,"Yearly indicators",EMP,"Employment"
EMP_TEMP_SEX_EDU_GEO_NB_A,EMP_TEMP_SEX_EDU_GEO_NB,"Employment by sex, education and rural / urban areas (thousands)",A,Annual,464.34 KB,1990,2019,06/03/2020 21:42:59,49860,YI,"Yearly indicators",EMP,"Employment"
EMP_TEMP_SEX_EDU_MTS_NB_A,EMP_TEMP_SEX_EDU_MTS_NB,"Employment by sex, education and marital status (thousands)",A,Annual,1.95 MB,1994,2019,06/03/2020 21:42:59,244658,YI,"Yearly indicators",EMP;WOM,"Employment | Women"
EMP_TEMP_SEX_STE_NB_A,EMP_TEMP_SEX_STE_NB,"Employment by sex and status in employment (thousands)",A,Annual,475.55 KB,1948,2019,06/03/2020 09:02:23,62497,YI,"Yearly indicators",EMP,"Employment"
EMP_TEMP_SEX_STE_NB_Q,EMP_TEMP_SEX_STE_NB,"Employment by sex and status in employment (thousands)",Q,Quarterly,848.8 KB,1948Q1,2019Q4,06/03/2020 21:43:43,130054,STI,"Short term indicators",EMP,"Employment"
EMP_TEMP_SEX_STE_NB_M,EMP_TEMP_SEX_STE_NB,"Employment by sex and status in employment (thousands)",M,Monthly,273.56 KB,1948M01,2020M01,15/02/2020 23:47:20,33410,STI,"Short term indicators",EMP,"Employment"
EMP_TEMP_SEX_STE_GEO_NB_A,EMP_TEMP_SEX_STE_GEO_NB,"Employment by sex, status in employment and rural / urban areas (thousands)",A,Annual,741.91 KB,1990,2019,06/03/2020 21:42:59,90581,YI,"Yearly indicators",EMP,"Employment"
EMP_TEMP_SEX_STE_MTS_NB_A,EMP_TEMP_SEX_STE_MTS_NB,"Employment by sex, status in employment and marital status (thousands)",A,Annual,1.3 MB,1990,2019,06/03/2020 21:42:59,171432,YI,"Yearly indicators",EMP;WOM,"Employment | Women"
EMP_TEMP_SEX_AGE_STE_NB_A,EMP_TEMP_SEX_AGE_STE_NB,"Employment by sex, age and status in employment (thousands)",A,Annual,2.68 MB,1976,2019,06/03/2020 21:42:59,362039,YI,"Yearly indicators",EMP,"Employment"
EMP_TEMP_SEX_INS_NB_A,EMP_TEMP_SEX_INS_NB,"Employment by sex and institutional sector (thousands)",A,Annual,89.45 KB,1976,2019,06/03/2020 09:02:26,9751,YI,"Yearly indicators",EMP,"Employment"
EMP_TEMP_SEX_ECO_NB_A,EMP_TEMP_SEX_ECO_NB,"Employment by sex and economic activity (thousands)",A,Annual,2.16 MB,1947,2019,06/03/2020 09:02:35,298626,YI,"Yearly indicators",EMP,"Employment"
EMP_TEMP_SEX_ECO_NB_Q,EMP_TEMP_SEX_ECO_NB,"Employment by sex and economic activity (thousands)",Q,Quarterly,3.06 MB,1948Q1,2019Q4,06/03/2020 21:43:43,459146,STI,"Short term indicators",EMP,"Employment"
EMP_TEMP_SEX_ECO_NB_M,EMP_TEMP_SEX_ECO_NB,"Employment by sex and economic activity (thousands)",M,Monthly,784.82 KB,1948M01,2020M01,06/03/2020 21:43:42,109329,STI,"Short term indicators",EMP,"Employment"
EMP_TEMP_SEX_EC2_NB_A,EMP_TEMP_SEX_EC2_NB,"Employment by sex and economic activity - ISIC level 2 (thousands)",A,Annual,2.01 MB,1992,2019,06/03/2020 21:42:59,248364,YI,"Yearly indicators",EMP,"Employment"
EMP_TEMP_SEX_ECO_GEO_NB_A,EMP_TEMP_SEX_ECO_GEO_NB,"Employment by sex, economic activity and rural / urban areas (thousands)",A,Annual,1.15 MB,1990,2019,06/03/2020 21:42:59,133121,YI,"Yearly indicators",EMP,"Employment"
EMP_TEMP_SEX_ECO_MTS_NB_A,EMP_TEMP_SEX_ECO_MTS_NB,"Employment by sex, economic activity and marital status (thousands)",A,Annual,1.85 MB,1990,2019,06/03/2020 21:42:59,233396,YI,"Yearly indicators",EMP;WOM,"Employment | Women"
EMP_TEMP_SEX_OCU_NB_A,EMP_TEMP_SEX_OCU_NB,"Employment by sex and occupation (thousands)",A,Annual,979.12 KB,1969,2019,06/03/2020 09:02:41,130384,YI,"Yearly indicators",EMP,"Employment"
EMP_TEMP_SEX_OCU_NB_Q,EMP_TEMP_SEX_OCU_NB,"Employment by sex and occupation (thousands)",Q,Quarterly,1.19 MB,1993Q1,2019Q4,06/03/2020 21:43:43,172931,STI,"Short term indicators",EMP,"Employment"
EMP_TEMP_SEX_OCU_NB_M,EMP_TEMP_SEX_OCU_NB,"Employment by sex and occupation (thousands)",M,Monthly,180.93 KB,1993M01,2019M12,15/02/2020 23:47:20,21495,STI,"Short term indicators",EMP,"Employment"
EMP_STAT_SEX_EDU_NB_A,EMP_STAT_SEX_EDU_NB,"Employment by sex and 'educational mismatch', Statistical approach (thousands)",A,Annual,92.74 KB,2001,2018,05/12/2019 11:11:25,10080,YI,"Yearly indicators",EMP,"Employment"
EMP_NORM_SEX_EDU_NB_A,EMP_NORM_SEX_EDU_NB,"Employment by sex and 'educational mismatch', normative approach (thousands)",A,Annual,106.65 KB,2001,2018,05/12/2019 11:11:25,11520,YI,"Yearly indicators",EMP,"Employment"
EMP_STAT_SEX_EDU_DT_A,EMP_STAT_SEX_EDU_DT,"Employment distribution by sex and 'educational mismatch', Statistical approach (%)",A,Annual,71.67 KB,2001,2018,05/12/2019 11:11:25,10076,YI,"Yearly indicators",EMP,"Employment"
EMP_NORM_SEX_EDU_DT_A,EMP_NORM_SEX_EDU_DT,"Employment distribution by sex and 'educational mismatch', normative approach (%)",A,Annual,82.13 KB,2001,2018,05/12/2019 11:11:25,11516,YI,"Yearly indicators",EMP,"Employment"
EMP_TEMP_SEX_OC2_NB_A,EMP_TEMP_SEX_OC2_NB,"Employment by sex and occupation - ISCO level 2 (thousands)",A,Annual,1.02 MB,1992,2019,06/03/2020 21:42:59,123611,YI,"Yearly indicators",EMP,"Employment"
EMP_TEMP_SEX_OCU_GEO_NB_A,EMP_TEMP_SEX_OCU_GEO_NB,"Employment by sex, occupation and rural / urban areas (thousands)",A,Annual,488.77 KB,2002,2019,06/03/2020 21:42:59,54901,YI,"Yearly indicators",EMP,"Employment"
EMP_TEMP_SEX_OCU_MTS_NB_A,EMP_TEMP_SEX_OCU_MTS_NB,"Employment by sex, occupation and marital status (thousands)",A,Annual,2.09 MB,1992,2019,06/03/2020 21:42:59,265024,YI,"Yearly indicators",EMP;WOM,"Employment | Women"
EMP_TEMP_SEX_HOW_NB_A,EMP_TEMP_SEX_HOW_NB,"Employment by sex and weekly hours actually worked (thousands)",A,Annual,358.11 KB,1976,2019,06/03/2020 09:02:44,40112,YI,"Yearly indicators",EMP;HOW,"Employment | Working time"
EMP_TEMP_SEX_HOW_GEO_NB_A,EMP_TEMP_SEX_HOW_GEO_NB,"Employment by sex, weekly hours actually worked and rural / urban areas (thousands)",A,Annual,671.52 KB,1990,2019,06/03/2020 21:42:59,74035,YI,"Yearly indicators",EMP;HOW,"Employment | Working time"
EMP_TEMP_SEX_HOW_MTS_NB_A,EMP_TEMP_SEX_HOW_MTS_NB,"Employment by sex, weekly hours actually worked and marital status (thousands)",A,Annual,916.34 KB,1992,2019,06/03/2020 21:42:59,107779,YI,"Yearly indicators",EMP,"Employment"
EMP_TEMP_SEX_MJH_NB_A,EMP_TEMP_SEX_MJH_NB,"Employment by sex and and multiple-job holding (thousands)",A,Annual,57.11 KB,1976,2019,06/03/2020 21:42:59,5960,YI,"Yearly indicators",EMP,"Employment"
EMP_TEMP_ECO_OCU_NB_A,EMP_TEMP_ECO_OCU_NB,"Employment by economic activity and occupation (thousands)",A,Annual,4.77 MB,1992,2019,06/03/2020 09:02:47,651471,YI,"Yearly indicators",EMP,"Employment"
EMP_TEMP_SEX_STE_ECO_NB_A,EMP_TEMP_SEX_STE_ECO_NB,"Employment by sex, status in employment and economic activity (thousands)",A,Annual,4.99 MB,1990,2019,06/03/2020 21:42:59,647639,YI,"Yearly indicators",EMP,"Employment"
EMP_TEMP_SEX_STE_OCU_NB_A,EMP_TEMP_SEX_STE_OCU_NB,"Employment by sex, status in employment and occupation (thousands)",A,Annual,1.95 MB,1992,2019,06/03/2020 21:42:59,263143,YI,"Yearly indicators",EMP,"Employment"
EMP_TEMP_SEX_AGE_EDU_DT_A,EMP_TEMP_SEX_AGE_EDU_DT,"Employment distribution by education (by sex and age) (%)",A,Annual,5.7 MB,1990,2019,06/03/2020 21:42:59,876714,YI,"Yearly indicators",EMP,"Employment"
EMP_TEMP_SEX_AGE_EDU_DT_Q,EMP_TEMP_SEX_AGE_EDU_DT,"Employment distribution by education (by sex and age) (%)",Q,Quarterly,7.83 MB,1990Q1,2019Q4,06/03/2020 21:43:43,1148779,STI,"Short term indicators",EMP,"Employment"
EMP_TEMP_SEX_AGE_EDU_DT_M,EMP_TEMP_SEX_AGE_EDU_DT,"Employment distribution by education (by sex and age) (%)",M,Monthly,1.5 MB,1990M01,2020M01,15/02/2020 23:47:19,213309,STI,"Short term indicators",EMP,"Employment"
EMP_TEMP_SEX_ECO_DT_A,EMP_TEMP_SEX_ECO_DT,"Employment distribution by economic activity (by sex) (%)",A,Annual,1.92 MB,1947,2019,06/03/2020 21:42:59,291501,YI,"Yearly indicators",EMP,"Employment"
EMP_TEMP_SEX_ECO_DT_Q,EMP_TEMP_SEX_ECO_DT,"Employment distribution by economic activity (by sex) (%)",Q,Quarterly,3.12 MB,1948Q1,2019Q4,06/03/2020 21:43:43,450114,STI,"Short term indicators",EMP,"Employment"
EMP_TEMP_SEX_ECO_DT_M,EMP_TEMP_SEX_ECO_DT,"Employment distribution by economic activity (by sex) (%)",M,Monthly,693.34 KB,1948M01,2020M01,06/03/2020 21:43:39,100987,STI,"Short term indicators",EMP,"Employment"
EMP_TEMP_SEX_OCU_DT_A,EMP_TEMP_SEX_OCU_DT,"Employment distribution by occupation (by sex) (%)",A,Annual,849.18 KB,1969,2019,06/03/2020 21:42:59,127602,YI,"Yearly indicators",EMP,"Employment"
EMP_TEMP_SEX_OCU_DT_Q,EMP_TEMP_SEX_OCU_DT,"Employment distribution by occupation (by sex) (%)",Q,Quarterly,1.21 MB,1993Q1,2019Q4,06/03/2020 21:43:43,171675,STI,"Short term indicators",EMP,"Employment"
EMP_TEMP_SEX_OCU_DT_M,EMP_TEMP_SEX_OCU_DT,"Employment distribution by occupation (by sex) (%)",M,Monthly,144.22 KB,1993M01,2019M12,15/02/2020 23:47:19,21116,STI,"Short term indicators",EMP,"Employment"
EMP_TEMP_SEX_STE_DT_A,EMP_TEMP_SEX_STE_DT,"Employment distribution by status in employment (by sex) (%)",A,Annual,401.36 KB,1948,2019,06/03/2020 21:42:59,61954,YI,"Yearly indicators",EMP,"Employment"
EMP_TEMP_SEX_STE_DT_Q,EMP_TEMP_SEX_STE_DT,"Employment distribution by status in employment (by sex) (%)",Q,Quarterly,811.02 KB,1948Q1,2019Q4,06/03/2020 21:43:43,128541,STI,"Short term indicators",EMP,"Employment"
