"COU","Country","IND","Indicator","SEX","Sex","AGE","Age Group","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"AUT","Austria","EMP5","Share of employed in part-time employment, by sex and age group","WOMEN","Women","TOTAL","Total","2015","2015","PC","Percentage","0","Units",,,35,,
"BEL","Belgium","EMP5","Share of employed in part-time employment, by sex and age group","MEN","Men","TOTAL","Total","2015","2015","PC","Percentage","0","Units",,,7.3,,
"BEL","Belgium","EMP5","Share of employed in part-time employment, by sex and age group","WOMEN","Women","TOTAL","Total","2015","2015","PC","Percentage","0","Units",,,30.2,,
"CAN","Canada","EMP5","Share of employed in part-time employment, by sex and age group","MEN","Men","TOTAL","Total","2015","2015","PC","Percentage","0","Units",,,12.1,,
"CAN","Canada","EMP5","Share of employed in part-time employment, by sex and age group","WOMEN","Women","TOTAL","Total","2015","2015","PC","Percentage","0","Units",,,26.4,,
"CZE","Czech Republic","EMP5","Share of employed in part-time employment, by sex and age group","MEN","Men","TOTAL","Total","2015","2015","PC","Percentage","0","Units",,,2.5,,
"CZE","Czech Republic","EMP5","Share of employed in part-time employment, by sex and age group","WOMEN","Women","TOTAL","Total","2015","2015","PC","Percentage","0","Units",,,7.4,,
"DNK","Denmark","EMP5","Share of employed in part-time employment, by sex and age group","MEN","Men","TOTAL","Total","2015","2015","PC","Percentage","0","Units",,,15,,
"DNK","Denmark","EMP5","Share of employed in part-time employment, by sex and age group","WOMEN","Women","TOTAL","Total","2015","2015","PC","Percentage","0","Units",,,25.8,,
"FIN","Finland","EMP5","Share of employed in part-time employment, by sex and age group","MEN","Men","TOTAL","Total","2015","2015","PC","Percentage","0","Units",,,10.6,,
"FIN","Finland","EMP5","Share of employed in part-time employment, by sex and age group","WOMEN","Women","TOTAL","Total","2015","2015","PC","Percentage","0","Units",,,16.4,,
"FRA","France","EMP5","Share of employed in part-time employment, by sex and age group","MEN","Men","TOTAL","Total","2015","2015","PC","Percentage","0","Units",,,6.9,,
"FRA","France","EMP5","Share of employed in part-time employment, by sex and age group","WOMEN","Women","TOTAL","Total","2015","2015","PC","Percentage","0","Units",,,22.3,,
"DEU","Germany","EMP5","Share of employed in part-time employment, by sex and age group","MEN","Men","TOTAL","Total","2015","2015","PC","Percentage","0","Units",,,9.3,,
"DEU","Germany","EMP5","Share of employed in part-time employment, by sex and age group","WOMEN","Women","TOTAL","Total","2015","2015","PC","Percentage","0","Units",,,37.4,,
"GRC","Greece","EMP5","Share of employed in part-time employment, by sex and age group","MEN","Men","TOTAL","Total","2015","2015","PC","Percentage","0","Units",,,7.3,,
"GRC","Greece","EMP5","Share of employed in part-time employment, by sex and age group","WOMEN","Women","TOTAL","Total","2015","2015","PC","Percentage","0","Units",,,16.3,,
"HUN","Hungary","EMP5","Share of employed in part-time employment, by sex and age group","MEN","Men","TOTAL","Total","2015","2015","PC","Percentage","0","Units",,,3,,
"HUN","Hungary","EMP5","Share of employed in part-time employment, by sex and age group","WOMEN","Women","TOTAL","Total","2015","2015","PC","Percentage","0","Units",,,6,,
"ISL","Iceland","EMP5","Share of employed in part-time employment, by sex and age group","MEN","Men","TOTAL","Total","2015","2015","PC","Percentage","0","Units",,,11.3,,
"ISL","Iceland","EMP5","Share of employed in part-time employment, by sex and age group","WOMEN","Women","TOTAL","Total","2015","2015","PC","Percentage","0","Units",,,23.7,,
"IRL","Ireland","EMP5","Share of employed in part-time employment, by sex and age group","MEN","Men","TOTAL","Total","2015","2015","PC","Percentage","0","Units",,,12.3,,
"IRL","Ireland","EMP5","Share of employed in part-time employment, by sex and age group","WOMEN","Women","TOTAL","Total","2015","2015","PC","Percentage","0","Units",,,35.4,,
"ITA","Italy","EMP5","Share of employed in part-time employment, by sex and age group","MEN","Men","TOTAL","Total","2015","2015","PC","Percentage","0","Units",,,8.5,,
"ITA","Italy","EMP5","Share of employed in part-time employment, by sex and age group","WOMEN","Women","TOTAL","Total","2015","2015","PC","Percentage","0","Units",,,32.8,,
"JPN","Japan","EMP5","Share of employed in part-time employment, by sex and age group","MEN","Men","TOTAL","Total","2015","2015","PC","Percentage","0","Units",,,12,,
"JPN","Japan","EMP5","Share of employed in part-time employment, by sex and age group","WOMEN","Women","TOTAL","Total","2015","2015","PC","Percentage","0","Units",,,36.9,,
"KOR","Korea","EMP5","Share of employed in part-time employment, by sex and age group","MEN","Men","TOTAL","Total","2015","2015","PC","Percentage","0","Units",,,6.8,,
"KOR","Korea","EMP5","Share of employed in part-time employment, by sex and age group","WOMEN","Women","TOTAL","Total","2015","2015","PC","Percentage","0","Units",,,15.8,,
"LUX","Luxembourg","EMP5","Share of employed in part-time employment, by sex and age group","MEN","Men","TOTAL","Total","2015","2015","PC","Percentage","0","Units",,,5.2,,
"LUX","Luxembourg","EMP5","Share of employed in part-time employment, by sex and age group","WOMEN","Women","TOTAL","Total","2015","2015","PC","Percentage","0","Units",,,26.7,,
"MEX","Mexico","EMP5","Share of employed in part-time employment, by sex and age group","MEN","Men","TOTAL","Total","2015","2015","PC","Percentage","0","Units",,,12.3,,
"MEX","Mexico","EMP5","Share of employed in part-time employment, by sex and age group","WOMEN","Women","TOTAL","Total","2015","2015","PC","Percentage","0","Units",,,27.5,,
"NLD","Netherlands","EMP5","Share of employed in part-time employment, by sex and age group","MEN","Men","TOTAL","Total","2015","2015","PC","Percentage","0","Units",,,19.5,,
"NLD","Netherlands","EMP5","Share of employed in part-time employment, by sex and age group","WOMEN","Women","TOTAL","Total","2015","2015","PC","Percentage","0","Units",,,60.7,,
"NZL","New Zealand","EMP5","Share of employed in part-time employment, by sex and age group","MEN","Men","TOTAL","Total","2015","2015","PC","Percentage","0","Units",,,11.2,,
"NZL","New Zealand","EMP5","Share of employed in part-time employment, by sex and age group","WOMEN","Women","TOTAL","Total","2015","2015","PC","Percentage","0","Units",,,32.7,,
"NOR","Norway","EMP5","Share of employed in part-time employment, by sex and age group","MEN","Men","TOTAL","Total","2015","2015","PC","Percentage","0","Units",,,12.3,,
"NOR","Norway","EMP5","Share of employed in part-time employment, by sex and age group","WOMEN","Women","TOTAL","Total","2015","2015","PC","Percentage","0","Units",,,28.8,,
"POL","Poland","EMP5","Share of employed in part-time employment, by sex and age group","MEN","Men","TOTAL","Total","2015","2015","PC","Percentage","0","Units",,,3.8,,
"POL","Poland","EMP5","Share of employed in part-time employment, by sex and age group","WOMEN","Women","TOTAL","Total","2015","2015","PC","Percentage","0","Units",,,9.6,,
"PRT","Portugal","EMP5","Share of employed in part-time employment, by sex and age group","MEN","Men","TOTAL","Total","2015","2015","PC","Percentage","0","Units",,,8.5,,
"PRT","Portugal","EMP5","Share of employed in part-time employment, by sex and age group","WOMEN","Women","TOTAL","Total","2015","2015","PC","Percentage","0","Units",,,12.6,,
"SVK","Slovak Republic","EMP5","Share of employed in part-time employment, by sex and age group","MEN","Men","TOTAL","Total","2015","2015","PC","Percentage","0","Units",,,4.1,,
"SVK","Slovak Republic","EMP5","Share of employed in part-time employment, by sex and age group","WOMEN","Women","TOTAL","Total","2015","2015","PC","Percentage","0","Units",,,7.8,,
"ESP","Spain","EMP5","Share of employed in part-time employment, by sex and age group","MEN","Men","TOTAL","Total","2015","2015","PC","Percentage","0","Units",,,7.2,,
"ESP","Spain","EMP5","Share of employed in part-time employment, by sex and age group","WOMEN","Women","TOTAL","Total","2015","2015","PC","Percentage","0","Units",,,23.1,,
"SWE","Sweden","EMP5","Share of employed in part-time employment, by sex and age group","MEN","Men","TOTAL","Total","2015","2015","PC","Percentage","0","Units",,,10.6,,
"SWE","Sweden","EMP5","Share of employed in part-time employment, by sex and age group","WOMEN","Women","TOTAL","Total","2015","2015","PC","Percentage","0","Units",,,18,,
"CHE","Switzerland","EMP5","Share of employed in part-time employment, by sex and age group","MEN","Men","TOTAL","Total","2015","2015","PC","Percentage","0","Units",,,10.9,,
"CHE","Switzerland","EMP5","Share of employed in part-time employment, by sex and age group","WOMEN","Women","TOTAL","Total","2015","2015","PC","Percentage","0","Units",,,45,,
"TUR","Turkey","EMP5","Share of employed in part-time employment, by sex and age group","MEN","Men","TOTAL","Total","2015","2015","PC","Percentage","0","Units",,,5.9,,
"TUR","Turkey","EMP5","Share of employed in part-time employment, by sex and age group","WOMEN","Women","TOTAL","Total","2015","2015","PC","Percentage","0","Units",,,19,,
"GBR","United Kingdom","EMP5","Share of employed in part-time employment, by sex and age group","MEN","Men","TOTAL","Total","2015","2015","PC","Percentage","0","Units",,,11.9,,
"GBR","United Kingdom","EMP5","Share of employed in part-time employment, by sex and age group","WOMEN","Women","TOTAL","Total","2015","2015","PC","Percentage","0","Units",,,37.7,,
"USA","United States","EMP5","Share of employed in part-time employment, by sex and age group","MEN","Men","TOTAL","Total","2015","2015","PC","Percentage","0","Units",,,8.8,,
"USA","United States","EMP5","Share of employed in part-time employment, by sex and age group","WOMEN","Women","TOTAL","Total","2015","2015","PC","Percentage","0","Units",,,18,,
"CHL","Chile","EMP5","Share of employed in part-time employment, by sex and age group","MEN","Men","TOTAL","Total","2015","2015","PC","Percentage","0","Units",,,11.5,,
"CHL","Chile","EMP5","Share of employed in part-time employment, by sex and age group","WOMEN","Women","TOTAL","Total","2015","2015","PC","Percentage","0","Units",,,24.5,,
"CRI","Costa Rica","EMP5","Share of employed in part-time employment, by sex and age group","MEN","Men","TOTAL","Total","2015","2015","PC","Percentage","0","Units",,,11.1,,
"CRI","Costa Rica","EMP5","Share of employed in part-time employment, by sex and age group","WOMEN","Women","TOTAL","Total","2015","2015","PC","Percentage","0","Units",,,29.8,,
"EST","Estonia","EMP5","Share of employed in part-time employment, by sex and age group","MEN","Men","TOTAL","Total","2015","2015","PC","Percentage","0","Units",,,5.1,,
"EST","Estonia","EMP5","Share of employed in part-time employment, by sex and age group","WOMEN","Women","TOTAL","Total","2015","2015","PC","Percentage","0","Units",,,12.2,,
"ISR","Israel","EMP5","Share of employed in part-time employment, by sex and age group","MEN","Men","TOTAL","Total","2015","2015","PC","Percentage","0","Units",,,9.4,,
"ISR","Israel","EMP5","Share of employed in part-time employment, by sex and age group","WOMEN","Women","TOTAL","Total","2015","2015","PC","Percentage","0","Units",,,23.3,,
"LVA","Latvia","EMP5","Share of employed in part-time employment, by sex and age group","MEN","Men","TOTAL","Total","2015","2015","PC","Percentage","0","Units",,,4.2,,
"LVA","Latvia","EMP5","Share of employed in part-time employment, by sex and age group","WOMEN","Women","TOTAL","Total","2015","2015","PC","Percentage","0","Units",,,9.4,,
"LTU","Lithuania","EMP5","Share of employed in part-time employment, by sex and age group","MEN","Men","TOTAL","Total","2015","2015","PC","Percentage","0","Units",,,4.1,,
"LTU","Lithuania","EMP5","Share of employed in part-time employment, by sex and age group","WOMEN","Women","TOTAL","Total","2015","2015","PC","Percentage","0","Units",,,9.3,,
"SVN","Slovenia","EMP5","Share of employed in part-time employment, by sex and age group","MEN","Men","TOTAL","Total","2015","2015","PC","Percentage","0","Units",,,6.7,,
"SVN","Slovenia","EMP5","Share of employed in part-time employment, by sex and age group","WOMEN","Women","TOTAL","Total","2015","2015","PC","Percentage","0","Units",,,12.1,,
"ZAF","South Africa","EMP5","Share of employed in part-time employment, by sex and age group","MEN","Men","TOTAL","Total","2015","2015","PC","Percentage","0","Units",,,5.5,,
"ZAF","South Africa","EMP5","Share of employed in part-time employment, by sex and age group","WOMEN","Women","TOTAL","Total","2015","2015","PC","Percentage","0","Units",,,13,,
"OAVG","OECD - Average","EMP5","Share of employed in part-time employment, by sex and age group","MEN","Men","TOTAL","Total","2015","2015","PC","Percentage","0","Units",,,9.5,,
"OAVG","OECD - Average","EMP5","Share of employed in part-time employment, by sex and age group","WOMEN","Women","TOTAL","Total","2015","2015","PC","Percentage","0","Units",,,25.9,,
"AUS","Australia","EMP5","Share of employed in part-time employment, by sex and age group","MEN","Men","1524","15-24","2005","2005","PC","Percentage","0","Units",,,33.1,,
"AUS","Australia","EMP5","Share of employed in part-time employment, by sex and age group","MEN","Men","1524","15-24","2010","2010","PC","Percentage","0","Units",,,35.5,,
"AUS","Australia","EMP5","Share of employed in part-time employment, by sex and age group","MEN","Men","1524","15-24","2015","2015","PC","Percentage","0","Units",,,39.7,,
"AUS","Australia","EMP5","Share of employed in part-time employment, by sex and age group","WOMEN","Women","1524","15-24","2005","2005","PC","Percentage","0","Units",,,50.3,,
"AUS","Australia","EMP5","Share of employed in part-time employment, by sex and age group","WOMEN","Women","1524","15-24","2010","2010","PC","Percentage","0","Units",,,51.7,,
"AUS","Australia","EMP5","Share of employed in part-time employment, by sex and age group","WOMEN","Women","1524","15-24","2015","2015","PC","Percentage","0","Units",,,54.7,,
"AUT","Austria","EMP5","Share of employed in part-time employment, by sex and age group","MEN","Men","1524","15-24","1995","1995","PC","Percentage","0","Units",,,2.7,,
"AUT","Austria","EMP5","Share of employed in part-time employment, by sex and age group","MEN","Men","1524","15-24","2000","2000","PC","Percentage","0","Units",,,2.8,,
"AUT","Austria","EMP5","Share of employed in part-time employment, by sex and age group","MEN","Men","1524","15-24","2005","2005","PC","Percentage","0","Units",,,7.8,,
"AUT","Austria","EMP5","Share of employed in part-time employment, by sex and age group","MEN","Men","1524","15-24","2010","2010","PC","Percentage","0","Units",,,10.9,,
"AUT","Austria","EMP5","Share of employed in part-time employment, by sex and age group","MEN","Men","1524","15-24","2015","2015","PC","Percentage","0","Units",,,13.6,,
"AUT","Austria","EMP5","Share of employed in part-time employment, by sex and age group","WOMEN","Women","1524","15-24","1995","1995","PC","Percentage","0","Units",,,9.2,,
"AUT","Austria","EMP5","Share of employed in part-time employment, by sex and age group","WOMEN","Women","1524","15-24","2000","2000","PC","Percentage","0","Units",,,9.1,,
"AUT","Austria","EMP5","Share of employed in part-time employment, by sex and age group","WOMEN","Women","1524","15-24","2005","2005","PC","Percentage","0","Units",,,18.7,,
"AUT","Austria","EMP5","Share of employed in part-time employment, by sex and age group","WOMEN","Women","1524","15-24","2010","2010","PC","Percentage","0","Units",,,22,,
"AUT","Austria","EMP5","Share of employed in part-time employment, by sex and age group","WOMEN","Women","1524","15-24","2015","2015","PC","Percentage","0","Units",,,25.2,,
"BEL","Belgium","EMP5","Share of employed in part-time employment, by sex and age group","MEN","Men","1524","15-24","1990","1990","PC","Percentage","0","Units",,,4.1,,
"BEL","Belgium","EMP5","Share of employed in part-time employment, by sex and age group","MEN","Men","1524","15-24","1995","1995","PC","Percentage","0","Units",,,5.7,,
"BEL","Belgium","EMP5","Share of employed in part-time employment, by sex and age group","MEN","Men","1524","15-24","2000","2000","PC","Percentage","0","Units",,,8.5,,
"BEL","Belgium","EMP5","Share of employed in part-time employment, by sex and age group","MEN","Men","1524","15-24","2005","2005","PC","Percentage","0","Units",,,11.2,,
"BEL","Belgium","EMP5","Share of employed in part-time employment, by sex and age group","MEN","Men","1524","15-24","2010","2010","PC","Percentage","0","Units",,,10.3,,
"BEL","Belgium","EMP5","Share of employed in part-time employment, by sex and age group","MEN","Men","1524","15-24","2015","2015","PC","Percentage","0","Units",,,12.3,,
"BEL","Belgium","EMP5","Share of employed in part-time employment, by sex and age group","WOMEN","Women","1524","15-24","1990","1990","PC","Percentage","0","Units",,,21.6,,
"BEL","Belgium","EMP5","Share of employed in part-time employment, by sex and age group","WOMEN","Women","1524","15-24","1995","1995","PC","Percentage","0","Units",,,21.6,,
"BEL","Belgium","EMP5","Share of employed in part-time employment, by sex and age group","WOMEN","Women","1524","15-24","2000","2000","PC","Percentage","0","Units",,,26.2,,
"BEL","Belgium","EMP5","Share of employed in part-time employment, by sex and age group","WOMEN","Women","1524","15-24","2005","2005","PC","Percentage","0","Units",,,28.5,,
"BEL","Belgium","EMP5","Share of employed in part-time employment, by sex and age group","WOMEN","Women","1524","15-24","2010","2010","PC","Percentage","0","Units",,,27.6,,
"BEL","Belgium","EMP5","Share of employed in part-time employment, by sex and age group","WOMEN","Women","1524","15-24","2015","2015","PC","Percentage","0","Units",,,33,,
"CAN","Canada","EMP5","Share of employed in part-time employment, by sex and age group","MEN","Men","1524","15-24","1990","1990","PC","Percentage","0","Units",,,32.3,,
"CAN","Canada","EMP5","Share of employed in part-time employment, by sex and age group","MEN","Men","1524","15-24","1995","1995","PC","Percentage","0","Units",,,39.5,,
"CAN","Canada","EMP5","Share of employed in part-time employment, by sex and age group","MEN","Men","1524","15-24","2000","2000","PC","Percentage","0","Units",,,36.7,,
"CAN","Canada","EMP5","Share of employed in part-time employment, by sex and age group","MEN","Men","1524","15-24","2005","2005","PC","Percentage","0","Units",,,37.1,,
"CAN","Canada","EMP5","Share of employed in part-time employment, by sex and age group","MEN","Men","1524","15-24","2010","2010","PC","Percentage","0","Units",,,40.1,,
"CAN","Canada","EMP5","Share of employed in part-time employment, by sex and age group","MEN","Men","1524","15-24","2015","2015","PC","Percentage","0","Units",,,40.4,,
"CAN","Canada","EMP5","Share of employed in part-time employment, by sex and age group","WOMEN","Women","1524","15-24","1990","1990","PC","Percentage","0","Units",,,40.8,,
"CAN","Canada","EMP5","Share of employed in part-time employment, by sex and age group","WOMEN","Women","1524","15-24","1995","1995","PC","Percentage","0","Units",,,51.3,,
"CAN","Canada","EMP5","Share of employed in part-time employment, by sex and age group","WOMEN","Women","1524","15-24","2000","2000","PC","Percentage","0","Units",,,51.1,,
"CAN","Canada","EMP5","Share of employed in part-time employment, by sex and age group","WOMEN","Women","1524","15-24","2005","2005","PC","Percentage","0","Units",,,52.6,,
"CAN","Canada","EMP5","Share of employed in part-time employment, by sex and age group","WOMEN","Women","1524","15-24","2010","2010","PC","Percentage","0","Units",,,57.1,,
"CAN","Canada","EMP5","Share of employed in part-time employment, by sex and age group","WOMEN","Women","1524","15-24","2015","2015","PC","Percentage","0","Units",,,56,,
"CZE","Czech Republic","EMP5","Share of employed in part-time employment, by sex and age group","MEN","Men","1524","15-24","1995","1995","PC","Percentage","0","Units",,,1.8,,
"CZE","Czech Republic","EMP5","Share of employed in part-time employment, by sex and age group","MEN","Men","1524","15-24","2000","2000","PC","Percentage","0","Units",,,1.4,,
"CZE","Czech Republic","EMP5","Share of employed in part-time employment, by sex and age group","MEN","Men","1524","15-24","2005","2005","PC","Percentage","0","Units",,,1.6,,
"CZE","Czech Republic","EMP5","Share of employed in part-time employment, by sex and age group","MEN","Men","1524","15-24","2010","2010","PC","Percentage","0","Units",,,5.1,,
"CZE","Czech Republic","EMP5","Share of employed in part-time employment, by sex and age group","MEN","Men","1524","15-24","2015","2015","PC","Percentage","0","Units",,,6.2,,
"CZE","Czech Republic","EMP5","Share of employed in part-time employment, by sex and age group","WOMEN","Women","1524","15-24","1995","1995","PC","Percentage","0","Units",,,3.6,,
"CZE","Czech Republic","EMP5","Share of employed in part-time employment, by sex and age group","WOMEN","Women","1524","15-24","2000","2000","PC","Percentage","0","Units",,,3.4,,
"CZE","Czech Republic","EMP5","Share of employed in part-time employment, by sex and age group","WOMEN","Women","1524","15-24","2005","2005","PC","Percentage","0","Units",,,3.3,,
"CZE","Czech Republic","EMP5","Share of employed in part-time employment, by sex and age group","WOMEN","Women","1524","15-24","2010","2010","PC","Percentage","0","Units",,,11.3,,
"CZE","Czech Republic","EMP5","Share of employed in part-time employment, by sex and age group","WOMEN","Women","1524","15-24","2015","2015","PC","Percentage","0","Units",,,14.1,,
"DNK","Denmark","EMP5","Share of employed in part-time employment, by sex and age group","MEN","Men","1524","15-24","1990","1990","PC","Percentage","0","Units",,,33,,
"DNK","Denmark","EMP5","Share of employed in part-time employment, by sex and age group","MEN","Men","1524","15-24","1995","1995","PC","Percentage","0","Units",,,36.9,,
"DNK","Denmark","EMP5","Share of employed in part-time employment, by sex and age group","MEN","Men","1524","15-24","2000","2000","PC","Percentage","0","Units",,,35.5,,
"DNK","Denmark","EMP5","Share of employed in part-time employment, by sex and age group","MEN","Men","1524","15-24","2005","2005","PC","Percentage","0","Units",,,44.1,,
"DNK","Denmark","EMP5","Share of employed in part-time employment, by sex and age group","MEN","Men","1524","15-24","2010","2010","PC","Percentage","0","Units",,,49.5,,
"DNK","Denmark","EMP5","Share of employed in part-time employment, by sex and age group","MEN","Men","1524","15-24","2015","2015","PC","Percentage","0","Units",,,54.1,,
"DNK","Denmark","EMP5","Share of employed in part-time employment, by sex and age group","WOMEN","Women","1524","15-24","1990","1990","PC","Percentage","0","Units",,,43.3,,
"DNK","Denmark","EMP5","Share of employed in part-time employment, by sex and age group","WOMEN","Women","1524","15-24","1995","1995","PC","Percentage","0","Units",,,48.4,,
"DNK","Denmark","EMP5","Share of employed in part-time employment, by sex and age group","WOMEN","Women","1524","15-24","2000","2000","PC","Percentage","0","Units",,,51.3,,
"DNK","Denmark","EMP5","Share of employed in part-time employment, by sex and age group","WOMEN","Women","1524","15-24","2005","2005","PC","Percentage","0","Units",,,62.9,,
"DNK","Denmark","EMP5","Share of employed in part-time employment, by sex and age group","WOMEN","Women","1524","15-24","2010","2010","PC","Percentage","0","Units",,,69.4,,
"DNK","Denmark","EMP5","Share of employed in part-time employment, by sex and age group","WOMEN","Women","1524","15-24","2015","2015","PC","Percentage","0","Units",,,73.8,,
"FIN","Finland","EMP5","Share of employed in part-time employment, by sex and age group","MEN","Men","1524","15-24","1990","1990","PC","Percentage","0","Units",,,12.3,,
"FIN","Finland","EMP5","Share of employed in part-time employment, by sex and age group","MEN","Men","1524","15-24","1995","1995","PC","Percentage","0","Units",,,19.4,,
"FIN","Finland","EMP5","Share of employed in part-time employment, by sex and age group","MEN","Men","1524","15-24","2000","2000","PC","Percentage","0","Units",,,21.2,,
"FIN","Finland","EMP5","Share of employed in part-time employment, by sex and age group","MEN","Men","1524","15-24","2005","2005","PC","Percentage","0","Units",,,23.6,,
"FIN","Finland","EMP5","Share of employed in part-time employment, by sex and age group","MEN","Men","1524","15-24","2010","2010","PC","Percentage","0","Units",,,24.5,,
"FIN","Finland","EMP5","Share of employed in part-time employment, by sex and age group","MEN","Men","1524","15-24","2015","2015","PC","Percentage","0","Units",,,30.5,,
"FIN","Finland","EMP5","Share of employed in part-time employment, by sex and age group","WOMEN","Women","1524","15-24","1990","1990","PC","Percentage","0","Units",,,18.9,,
"FIN","Finland","EMP5","Share of employed in part-time employment, by sex and age group","WOMEN","Women","1524","15-24","1995","1995","PC","Percentage","0","Units",,,28.6,,
"FIN","Finland","EMP5","Share of employed in part-time employment, by sex and age group","WOMEN","Women","1524","15-24","2000","2000","PC","Percentage","0","Units",,,37.8,,
"FIN","Finland","EMP5","Share of employed in part-time employment, by sex and age group","WOMEN","Women","1524","15-24","2005","2005","PC","Percentage","0","Units",,,42.6,,
"FIN","Finland","EMP5","Share of employed in part-time employment, by sex and age group","WOMEN","Women","1524","15-24","2010","2010","PC","Percentage","0","Units",,,42.9,,
"FIN","Finland","EMP5","Share of employed in part-time employment, by sex and age group","WOMEN","Women","1524","15-24","2015","2015","PC","Percentage","0","Units",,,42.2,,
"FRA","France","EMP5","Share of employed in part-time employment, by sex and age group","MEN","Men","1524","15-24","1990","1990","PC","Percentage","0","Units",,,7.5,,
"FRA","France","EMP5","Share of employed in part-time employment, by sex and age group","MEN","Men","1524","15-24","1995","1995","PC","Percentage","0","Units",,,10.9,,
"FRA","France","EMP5","Share of employed in part-time employment, by sex and age group","MEN","Men","1524","15-24","2000","2000","PC","Percentage","0","Units",,,9.3,,
"FRA","France","EMP5","Share of employed in part-time employment, by sex and age group","MEN","Men","1524","15-24","2005","2005","PC","Percentage","0","Units",,,9.4,,
"FRA","France","EMP5","Share of employed in part-time employment, by sex and age group","MEN","Men","1524","15-24","2010","2010","PC","Percentage","0","Units",,,10.4,,
"FRA","France","EMP5","Share of employed in part-time employment, by sex and age group","MEN","Men","1524","15-24","2015","2015","PC","Percentage","0","Units",,,12.6,,
"FRA","France","EMP5","Share of employed in part-time employment, by sex and age group","WOMEN","Women","1524","15-24","1990","1990","PC","Percentage","0","Units",,,24.1,,
"FRA","France","EMP5","Share of employed in part-time employment, by sex and age group","WOMEN","Women","1524","15-24","1995","1995","PC","Percentage","0","Units",,,30.8,,
"FRA","France","EMP5","Share of employed in part-time employment, by sex and age group","WOMEN","Women","1524","15-24","2000","2000","PC","Percentage","0","Units",,,28,,
"FRA","France","EMP5","Share of employed in part-time employment, by sex and age group","WOMEN","Women","1524","15-24","2005","2005","PC","Percentage","0","Units",,,26,,
"FRA","France","EMP5","Share of employed in part-time employment, by sex and age group","WOMEN","Women","1524","15-24","2010","2010","PC","Percentage","0","Units",,,27,,
"FRA","France","EMP5","Share of employed in part-time employment, by sex and age group","WOMEN","Women","1524","15-24","2015","2015","PC","Percentage","0","Units",,,29.7,,
"DEU","Germany","EMP5","Share of employed in part-time employment, by sex and age group","MEN","Men","1524","15-24","1990","1990","PC","Percentage","0","Units",,,2.8,,
"DEU","Germany","EMP5","Share of employed in part-time employment, by sex and age group","MEN","Men","1524","15-24","1995","1995","PC","Percentage","0","Units",,,3.9,,
"DEU","Germany","EMP5","Share of employed in part-time employment, by sex and age group","MEN","Men","1524","15-24","2000","2000","PC","Percentage","0","Units",,,8.3,,
"DEU","Germany","EMP5","Share of employed in part-time employment, by sex and age group","MEN","Men","1524","15-24","2005","2005","PC","Percentage","0","Units",,,12.1,,
"DEU","Germany","EMP5","Share of employed in part-time employment, by sex and age group","MEN","Men","1524","15-24","2010","2010","PC","Percentage","0","Units",,,13.7,,
"DEU","Germany","EMP5","Share of employed in part-time employment, by sex and age group","MEN","Men","1524","15-24","2015","2015","PC","Percentage","0","Units",,,17.4,,
"DEU","Germany","EMP5","Share of employed in part-time employment, by sex and age group","WOMEN","Women","1524","15-24","1990","1990","PC","Percentage","0","Units",,,6.3,,
"DEU","Germany","EMP5","Share of employed in part-time employment, by sex and age group","WOMEN","Women","1524","15-24","1995","1995","PC","Percentage","0","Units",,,8.5,,
"DEU","Germany","EMP5","Share of employed in part-time employment, by sex and age group","WOMEN","Women","1524","15-24","2000","2000","PC","Percentage","0","Units",,,14.6,,
"DEU","Germany","EMP5","Share of employed in part-time employment, by sex and age group","WOMEN","Women","1524","15-24","2005","2005","PC","Percentage","0","Units",,,20.1,,
"DEU","Germany","EMP5","Share of employed in part-time employment, by sex and age group","WOMEN","Women","1524","15-24","2010","2010","PC","Percentage","0","Units",,,21.9,,
"DEU","Germany","EMP5","Share of employed in part-time employment, by sex and age group","WOMEN","Women","1524","15-24","2015","2015","PC","Percentage","0","Units",,,26.4,,
"GRC","Greece","EMP5","Share of employed in part-time employment, by sex and age group","MEN","Men","1524","15-24","1990","1990","PC","Percentage","0","Units",,,5,,
"GRC","Greece","EMP5","Share of employed in part-time employment, by sex and age group","MEN","Men","1524","15-24","1995","1995","PC","Percentage","0","Units",,,5.2,,
"GRC","Greece","EMP5","Share of employed in part-time employment, by sex and age group","MEN","Men","1524","15-24","2000","2000","PC","Percentage","0","Units",,,4.9,,
"GRC","Greece","EMP5","Share of employed in part-time employment, by sex and age group","MEN","Men","1524","15-24","2005","2005","PC","Percentage","0","Units",,,5.7,,
"GRC","Greece","EMP5","Share of employed in part-time employment, by sex and age group","MEN","Men","1524","15-24","2010","2010","PC","Percentage","0","Units",,,10.2,,
"GRC","Greece","EMP5","Share of employed in part-time employment, by sex and age group","MEN","Men","1524","15-24","2015","2015","PC","Percentage","0","Units",,,16.5,,
"GRC","Greece","EMP5","Share of employed in part-time employment, by sex and age group","WOMEN","Women","1524","15-24","1990","1990","PC","Percentage","0","Units",,,9.8,,
"GRC","Greece","EMP5","Share of employed in part-time employment, by sex and age group","WOMEN","Women","1524","15-24","1995","1995","PC","Percentage","0","Units",,,10.8,,
"GRC","Greece","EMP5","Share of employed in part-time employment, by sex and age group","WOMEN","Women","1524","15-24","2000","2000","PC","Percentage","0","Units",,,8.8,,
