"COU","Country","IND","Indicator","SEX","Sex","AGE","Age Group","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"CHE","Switzerland","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","1995","1995","PC","Percentage","0","Units",,,91.6,,
"FIN","Finland","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2009","2009","PC","Percentage","0","Units",,,61,,
"TUR","Turkey","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2008","2008","PC","Percentage","0","Units",,,88.5,,
"ZAF","South Africa","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2006","2006","PC","Percentage","0","Units",,,0,,
"IRL","Ireland","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","1995","1995","PC","Percentage","0","Units",,,75.3,,
"TUR","Turkey","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2005","2005","PC","Percentage","0","Units",,,0,,
"ISR","Israel","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2000","2000","PC","Percentage","0","Units",,,80.7,,
"BRA","Brazil","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2008","2008","PC","Percentage","0","Units",,,49.2,,
"CZE","Czech Republic","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2006","2006","PC","Percentage","0","Units",,,79.9,,
"GRC","Greece","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2010","2010","PC","Percentage","0","Units",,,48,,
"TUR","Turkey","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2008","2008","PC","Percentage","0","Units",,,24.8,,
"DEU","Germany","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2008","2008","PC","Percentage","0","Units",,,47.6,,
"OAVG","OECD - Average","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2012","2012","PC","Percentage","0","Units",,,73,,
"FIN","Finland","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2006","2006","PC","Percentage","0","Units",,,59.9,,
"SVN","Slovenia","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2009","2009","PC","Percentage","0","Units",,,62.9,,
"ZAF","South Africa","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2013","2013","PC","Percentage","0","Units",,,55.9,,
"ISL","Iceland","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2009","2009","PC","Percentage","0","Units",,,88.3,,
"SWE","Sweden","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2006","2006","PC","Percentage","0","Units",,,61.4,,
"SVN","Slovenia","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2012","2012","PC","Percentage","0","Units",,,58.3,,
"BRA","Brazil","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2005","2005","PC","Percentage","0","Units",,,86.4,,
"IRL","Ireland","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2000","2000","PC","Percentage","0","Units",,,44.1,,
"FIN","Finland","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","1995","1995","PC","Percentage","0","Units",,,0,,
"GBR","United Kingdom","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2009","2009","PC","Percentage","0","Units",,,52.7,,
"AUT","Austria","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2010","2010","PC","Percentage","0","Units",,,79.8,,
"NZL","New Zealand","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2008","2008","PC","Percentage","0","Units",,,85.4,,
"MEX","Mexico","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2013","2013","PC","Percentage","0","Units",,,90.4,,
"DEU","Germany","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2008","2008","PC","Percentage","0","Units",,,75.8,,
"SWE","Sweden","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2013","2013","PC","Percentage","0","Units",,,61.5,,
"ZAF","South Africa","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2010","2010","PC","Percentage","0","Units",,,56.4,,
"GRC","Greece","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2007","2007","PC","Percentage","0","Units",,,46.7,,
"AUS","Australia","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2008","2008","PC","Percentage","0","Units",,,82.3,,
"ESP","Spain","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2013","2013","PC","Percentage","0","Units",,,61.2,,
"GBR","United Kingdom","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2008","2008","PC","Percentage","0","Units",,,52.1,,
"PRT","Portugal","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2012","2012","PC","Percentage","0","Units",,,56,,
"BRA","Brazil","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","1995","1995","PC","Percentage","0","Units",,,0,,
"DNK","Denmark","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2000","2000","PC","Percentage","0","Units",,,58.5,,
"ISR","Israel","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2011","2011","PC","Percentage","0","Units",,,55.2,,
"NLD","Netherlands","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2010","2010","PC","Percentage","0","Units",,,42.1,,
"ESP","Spain","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2011","2011","PC","Percentage","0","Units",,,65.9,,
"KOR","Korea","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2011","2011","PC","Percentage","0","Units",,,87.1,,
"ISL","Iceland","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2012","2012","PC","Percentage","0","Units",,,89.2,,
"KOR","Korea","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","1995","1995","PC","Percentage","0","Units",,,62.5,,
"DNK","Denmark","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2012","2012","PC","Percentage","0","Units",,,67.1,,
"SVK","Slovak Republic","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2010","2010","PC","Percentage","0","Units",,,67.6,,
"SVK","Slovak Republic","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2007","2007","PC","Percentage","0","Units",,,72.1,,
"HUN","Hungary","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2010","2010","PC","Percentage","0","Units",,,48.5,,
"SWE","Sweden","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2012","2012","PC","Percentage","0","Units",,,72.4,,
"GRC","Greece","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2011","2011","PC","Percentage","0","Units",,,71.8,,
"SVN","Slovenia","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2006","2006","PC","Percentage","0","Units",,,60.4,,
"ISL","Iceland","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2006","2006","PC","Percentage","0","Units",,,104.5,,
"NZL","New Zealand","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2006","2006","PC","Percentage","0","Units",,,54.6,,
"SWE","Sweden","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2007","2007","PC","Percentage","0","Units",,,61.6,,
"ESP","Spain","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2008","2008","PC","Percentage","0","Units",,,50,,
"HUN","Hungary","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2013","2013","PC","Percentage","0","Units",,,49.9,,
"AUT","Austria","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2007","2007","PC","Percentage","0","Units",,,82.4,,
"DEU","Germany","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2005","2005","PC","Percentage","0","Units",,,45.5,,
"CZE","Czech Republic","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2000","2000","PC","Percentage","0","Units",,,0,,
"HUN","Hungary","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2000","2000","PC","Percentage","0","Units",,,66.6,,
"SWE","Sweden","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2010","2010","PC","Percentage","0","Units",,,59.6,,
"EST","Estonia","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2012","2012","PC","Percentage","0","Units",,,58.5,,
"SWE","Sweden","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2013","2013","PC","Percentage","0","Units",,,72.8,,
"BEL","Belgium","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2011","2011","PC","Percentage","0","Units",,,67.9,,
"IRL","Ireland","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2006","2006","PC","Percentage","0","Units",,,48,,
"ISR","Israel","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2008","2008","PC","Percentage","0","Units",,,53.1,,
"CHL","Chile","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","1995","1995","PC","Percentage","0","Units",,,0,,
"DEU","Germany","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2012","2012","PC","Percentage","0","Units",,,77.7,,
"AUT","Austria","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2005","2005","PC","Percentage","0","Units",,,51.3,,
"AUS","Australia","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2009","2009","PC","Percentage","0","Units",,,52.4,,
"FIN","Finland","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2013","2013","PC","Percentage","0","Units",,,59.6,,
"ESP","Spain","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2011","2011","PC","Percentage","0","Units",,,47.3,,
"AUT","Austria","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2008","2008","PC","Percentage","0","Units",,,53.3,,
"GBR","United Kingdom","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","1995","1995","PC","Percentage","0","Units",,,84.5,,
"TUR","Turkey","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2012","2012","PC","Percentage","0","Units",,,88.7,,
"NOR","Norway","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2006","2006","PC","Percentage","0","Units",,,73.2,,
"EST","Estonia","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","1995","1995","PC","Percentage","0","Units",,,0,,
"TUR","Turkey","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2009","2009","PC","Percentage","0","Units",,,84.5,,
"KOR","Korea","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2008","2008","PC","Percentage","0","Units",,,90.2,,
"AUS","Australia","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2006","2006","PC","Percentage","0","Units",,,50.2,,
"USA","United States","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2009","2009","PC","Percentage","0","Units",,,59.5,,
"FIN","Finland","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2010","2010","PC","Percentage","0","Units",,,59.7,,
"SVN","Slovenia","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2009","2009","PC","Percentage","0","Units",,,72.5,,
"CZE","Czech Republic","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2011","2011","PC","Percentage","0","Units",,,54.9,,
"SVK","Slovak Republic","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","1995","1995","PC","Percentage","0","Units",,,53.8,,
"ZAF","South Africa","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2007","2007","PC","Percentage","0","Units",,,0,,
"USA","United States","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2011","2011","PC","Percentage","0","Units",,,71.7,,
"POL","Poland","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2008","2008","PC","Percentage","0","Units",,,48.5,,
"OAVG","OECD - Average","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2009","2009","PC","Percentage","0","Units",,,51,,
"IRL","Ireland","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2010","2010","PC","Percentage","0","Units",,,45.7,,
"BRA","Brazil","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2007","2007","PC","Percentage","0","Units",,,86.1,,
"KOR","Korea","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2005","2005","PC","Percentage","0","Units",,,94.6,,
"POL","Poland","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2012","2012","PC","Percentage","0","Units",,,70.5,,
"USA","United States","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2012","2012","PC","Percentage","0","Units",,,55.7,,
"IRL","Ireland","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2013","2013","PC","Percentage","0","Units",,,43.5,,
"BRA","Brazil","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2005","2005","PC","Percentage","0","Units",,,48.1,,
"OAVG","OECD - Average","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2012","2012","PC","Percentage","0","Units",,,49.7,,
"ZAF","South Africa","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2000","2000","PC","Percentage","0","Units",,,0,,
"DNK","Denmark","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2009","2009","PC","Percentage","0","Units",,,69.8,,
"PRT","Portugal","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","1995","1995","PC","Percentage","0","Units",,,78.7,,
"NZL","New Zealand","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2000","2000","PC","Percentage","0","Units",,,50.3,,
"HUN","Hungary","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2011","2011","PC","Percentage","0","Units",,,48.9,,
"SWE","Sweden","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2010","2010","PC","Percentage","0","Units",,,71.5,,
"DEU","Germany","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2005","2005","PC","Percentage","0","Units",,,71.7,,
"LUX","Luxembourg","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2005","2005","PC","Percentage","0","Units",,,43.3,,
"GRC","Greece","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2007","2007","PC","Percentage","0","Units",,,82.5,,
"TUR","Turkey","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2005","2005","PC","Percentage","0","Units",,,0,,
"NOR","Norway","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2013","2013","PC","Percentage","0","Units",,,70.7,,
"DNK","Denmark","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2011","2011","PC","Percentage","0","Units",,,55.4,,
"PRT","Portugal","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2009","2009","PC","Percentage","0","Units",,,57.7,,
"SVN","Slovenia","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2006","2006","PC","Percentage","0","Units",,,73.6,,
"ZAF","South Africa","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2005","2005","PC","Percentage","0","Units",,,0,,
"DEU","Germany","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2010","2010","PC","Percentage","0","Units",,,49.7,,
"GRC","Greece","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2012","2012","PC","Percentage","0","Units",,,44.3,,
"DEU","Germany","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2013","2013","PC","Percentage","0","Units",,,51.8,,
"AUS","Australia","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2013","2013","PC","Percentage","0","Units",,,78.7,,
"POL","Poland","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2007","2007","PC","Percentage","0","Units",,,45.9,,
"KOR","Korea","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2000","2000","PC","Percentage","0","Units",,,58.7,,
"SVK","Slovak Republic","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2012","2012","PC","Percentage","0","Units",,,69.5,,
"GRC","Greece","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","1995","1995","PC","Percentage","0","Units",,,81.9,,
"ISL","Iceland","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2008","2008","PC","Percentage","0","Units",,,71.9,,
"CHL","Chile","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2012","2012","PC","Percentage","0","Units",,,83.1,,
"ITA","Italy","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2006","2006","PC","Percentage","0","Units",,,73.1,,
"ISL","Iceland","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2011","2011","PC","Percentage","0","Units",,,66.2,,
"BEL","Belgium","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2005","2005","PC","Percentage","0","Units",,,69.2,,
"TUR","Turkey","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2007","2007","PC","Percentage","0","Units",,,25.4,,
"CHE","Switzerland","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2010","2010","PC","Percentage","0","Units",,,84.2,,
"BEL","Belgium","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2008","2008","PC","Percentage","0","Units",,,69,,
"NZL","New Zealand","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2010","2010","PC","Percentage","0","Units",,,81.9,,
"TUR","Turkey","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2010","2010","PC","Percentage","0","Units",,,25.2,,
"AUT","Austria","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2012","2012","PC","Percentage","0","Units",,,79.6,,
"FIN","Finland","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2000","2000","PC","Percentage","0","Units",,,0,,
"ESP","Spain","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","1995","1995","PC","Percentage","0","Units",,,29.6,,
"SVN","Slovenia","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2000","2000","PC","Percentage","0","Units",,,71.3,,
"GRC","Greece","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2009","2009","PC","Percentage","0","Units",,,47.7,,
"CHL","Chile","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2009","2009","PC","Percentage","0","Units",,,79.2,,
"CHE","Switzerland","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2013","2013","PC","Percentage","0","Units",,,83.6,,
"CHE","Switzerland","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2013","2013","PC","Percentage","0","Units",,,53.1,,
"BEL","Belgium","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2008","2008","PC","Percentage","0","Units",,,45.4,,
"FRA","France","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2013","2013","PC","Percentage","0","Units",,,68.6,,
"PRT","Portugal","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2000","2000","PC","Percentage","0","Units",,,56,,
"LUX","Luxembourg","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2008","2008","PC","Percentage","0","Units",,,70.8,,
"CHL","Chile","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2012","2012","PC","Percentage","0","Units",,,47.6,,
"OAVG","OECD - Average","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2006","2006","PC","Percentage","0","Units",,,49.4,,
"DNK","Denmark","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2006","2006","PC","Percentage","0","Units",,,77.4,,
"SVK","Slovak Republic","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2009","2009","PC","Percentage","0","Units",,,54,,
"KOR","Korea","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2010","2010","PC","Percentage","0","Units",,,57.5,,
"POL","Poland","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2013","2013","PC","Percentage","0","Units",,,51,,
"NZL","New Zealand","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2013","2013","PC","Percentage","0","Units",,,81.8,,
"MEX","Mexico","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2010","2010","PC","Percentage","0","Units",,,90.4,,
"BRA","Brazil","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2012","2012","PC","Percentage","0","Units",,,81.4,,
"CHE","Switzerland","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2010","2010","PC","Percentage","0","Units",,,52.8,,
"ZAF","South Africa","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2012","2012","PC","Percentage","0","Units",,,37.7,,
"CHE","Switzerland","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2007","2007","PC","Percentage","0","Units",,,87.5,,
"IRL","Ireland","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2009","2009","PC","Percentage","0","Units",,,67.5,,
"LUX","Luxembourg","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2011","2011","PC","Percentage","0","Units",,,72.3,,
"ITA","Italy","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2013","2013","PC","Percentage","0","Units",,,64.6,,
"CZE","Czech Republic","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","1995","1995","PC","Percentage","0","Units",,,0,,
"SVK","Slovak Republic","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2013","2013","PC","Percentage","0","Units",,,69.2,,
"ZAF","South Africa","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2006","2006","PC","Percentage","0","Units",,,0,,
"ESP","Spain","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","1995","1995","PC","Percentage","0","Units",,,67.5,,
"GRC","Greece","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2013","2013","PC","Percentage","0","Units",,,40.8,,
"ZAF","South Africa","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2009","2009","PC","Percentage","0","Units",,,41.2,,
"ISL","Iceland","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2005","2005","PC","Percentage","0","Units",,,69.6,,
"ITA","Italy","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","1995","1995","PC","Percentage","0","Units",,,69.2,,
"FRA","France","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2013","2013","PC","Percentage","0","Units",,,51.9,,
"ISL","Iceland","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2000","2000","PC","Percentage","0","Units",,,108.7,,
"KOR","Korea","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2006","2006","PC","Percentage","0","Units",,,61.1,,
"USA","United States","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2008","2008","PC","Percentage","0","Units",,,77.8,,
"ITA","Italy","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2007","2007","PC","Percentage","0","Units",,,73.3,,
"NOR","Norway","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2005","2005","PC","Percentage","0","Units",,,55.5,,
"POL","Poland","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2009","2009","PC","Percentage","0","Units",,,70.6,,
"ITA","Italy","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2010","2010","PC","Percentage","0","Units",,,69,,
"FRA","France","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2006","2006","PC","Percentage","0","Units",,,71.2,,
"POL","Poland","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2010","2010","PC","Percentage","0","Units",,,50.5,,
"SVK","Slovak Republic","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2009","2009","PC","Percentage","0","Units",,,70.4,,
"BEL","Belgium","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2011","2011","PC","Percentage","0","Units",,,46.4,,
"TUR","Turkey","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2011","2011","PC","Percentage","0","Units",,,27.4,,
"ISR","Israel","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2006","2006","PC","Percentage","0","Units",,,78.7,,
"DNK","Denmark","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2008","2008","PC","Percentage","0","Units",,,73.8,,
"MEX","Mexico","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2007","2007","PC","Percentage","0","Units",,,94.4,,
"SVN","Slovenia","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2005","2005","PC","Percentage","0","Units",,,59.7,,
"ISL","Iceland","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2005","2005","PC","Percentage","0","Units",,,103.1,,
"ITA","Italy","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2000","2000","PC","Percentage","0","Units",,,70.6,,
"SVN","Slovenia","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2008","2008","PC","Percentage","0","Units",,,61.3,,
"EST","Estonia","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2000","2000","PC","Percentage","0","Units",,,67,,
"FRA","France","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2010","2010","PC","Percentage","0","Units",,,70.1,,
"NLD","Netherlands","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2008","2008","PC","Percentage","0","Units",,,73.5,,
"NZL","New Zealand","EMP7","Full-time equivalent employment rate, by sex","WOMEN","Women","1564","15-64","2007","2007","PC","Percentage","0","Units",,,55.3,,
"CHL","Chile","EMP7","Full-time equivalent employment rate, by sex","MEN","Men","1564","15-64","2006","2006","PC","Percentage","0","Units",,,82.4,,
